"","Country","Year","female_life_expectancy"
"736","Cuba",2016,81.782
"737","Cyprus",1985,77.774
"738","Cyprus",1986,77.949
"739","Cyprus",1987,78.12
"740","Cyprus",1988,78.288
"741","Cyprus",1989,78.453
"742","Cyprus",1990,78.616
"743","Cyprus",1991,78.776
"744","Cyprus",1992,78.934
"745","Cyprus",1993,79.088
"746","Cyprus",1994,79.24
"747","Cyprus",1995,79.389
"748","Cyprus",1996,79.536
"749","Cyprus",1997,79.681
"750","Cyprus",1998,79.825
"751","Cyprus",1999,79.967
"752","Cyprus",2000,80.106
"753","Cyprus",2001,80.24
"754","Cyprus",2002,80.368
"755","Cyprus",2003,80.494
"756","Cyprus",2004,80.618
"757","Cyprus",2005,80.748
"758","Cyprus",2006,80.892
"759","Cyprus",2007,81.053
"760","Cyprus",2008,81.232
"761","Cyprus",2009,81.428
"762","Cyprus",2010,81.634
"763","Cyprus",2011,81.84
"764","Cyprus",2012,82.039
"765","Cyprus",2013,82.222
"766","Cyprus",2014,82.388
"767","Cyprus",2015,82.536
"768","Cyprus",2016,82.669
"769","Czech Republic",1985,74.77
"770","Czech Republic",1986,74.68
"771","Czech Republic",1987,75.2
"772","Czech Republic",1988,75.36
"773","Czech Republic",1989,75.43
"774","Czech Republic",1990,75.42
"775","Czech Republic",1991,75.75
"776","Czech Republic",1992,76.19
"777","Czech Republic",1993,76.43
"778","Czech Republic",1994,76.64
"779","Czech Republic",1995,76.65
"780","Czech Republic",1996,77.3
"781","Czech Republic",1997,77.4
"782","Czech Republic",1998,78.1
"783","Czech Republic",1999,78.1
"784","Czech Republic",2000,78.4
"785","Czech Republic",2001,78.4
"786","Czech Republic",2002,78.5
"787","Czech Republic",2003,78.5
"788","Czech Republic",2004,79
"789","Czech Republic",2005,79.1
"790","Czech Republic",2006,79.7
"791","Czech Republic",2007,79.9
"792","Czech Republic",2008,80.1
"793","Czech Republic",2009,80.1
"794","Czech Republic",2010,80.6
"795","Czech Republic",2011,81.1
"796","Czech Republic",2012,81.2
"797","Czech Republic",2013,81.3
"798","Czech Republic",2014,82
"799","Czech Republic",2015,81.6
"800","Czech Republic",2016,81.2
"801","Denmark",1985,77.47
"802","Denmark",1986,77.53
"803","Denmark",1987,77.79
"804","Denmark",1988,77.64
"805","Denmark",1989,77.75
"806","Denmark",1990,77.73
"807","Denmark",1991,77.98
"808","Denmark",1992,77.96
"809","Denmark",1993,77.77
"810","Denmark",1994,78.1
"811","Denmark",1995,77.83
"812","Denmark",1996,78.26
"813","Denmark",1997,78.46
"814","Denmark",1998,78.7
"815","Denmark",1999,78.8
"816","Denmark",2000,79
"817","Denmark",2001,79.2
"818","Denmark",2002,79.2
"819","Denmark",2003,79.5
"820","Denmark",2004,79.9
"821","Denmark",2005,80.2
"822","Denmark",2006,80.4
"823","Denmark",2007,80.5
"824","Denmark",2008,80.7
"825","Denmark",2009,80.8
"826","Denmark",2010,81.2
"827","Denmark",2011,81.9
"828","Denmark",2012,82.1
"829","Denmark",2013,82.4
"830","Denmark",2014,82.8
"831","Denmark",2015,82.7
"832","Denmark",2016,82.6
"833","Dominica",1987,73.5
"834","Dominica",1988,74.248
"835","Dominica",1989,74.6060000000001
"836","Dominica",1990,74.9640000000001
"837","Dominica",1991,75.3220000000001
"838","Dominica",1992,76
"839","Dominica",1993,76.038
"840","Dominica",1994,76.3960000000001
"841","Dominica",1995,76.754
"842","Dominica",1996,77.1120000000001
"843","Dominica",1997,78
"844","Dominica",1998,77.8280000000001
"845","Dominica",1999,78.186
"846","Dominica",2000,78.5440000000001
"847","Dominica",2001,78.902
"848","Dominica",2002,78.8
"849","Ecuador",1985,68.373
"850","Ecuador",1986,69.034
"851","Ecuador",1987,69.684
"852","Ecuador",1988,70.319
"853","Ecuador",1989,70.932
"854","Ecuador",1990,71.521
"855","Ecuador",1991,72.086
"856","Ecuador",1992,72.627
"857","Ecuador",1993,73.146
"858","Ecuador",1994,73.641
"859","Ecuador",1995,74.111
"860","Ecuador",1996,74.556
"861","Ecuador",1997,74.975
"862","Ecuador",1998,75.368
"863","Ecuador",1999,75.733
"864","Ecuador",2000,76.066
"865","Ecuador",2001,76.362
"866","Ecuador",2002,76.621
"867","Ecuador",2003,76.844
"868","Ecuador",2004,77.037
"869","Ecuador",2005,77.206
"870","Ecuador",2006,77.356
"871","Ecuador",2007,77.497
"872","Ecuador",2008,77.636
"873","Ecuador",2009,77.781
"874","Ecuador",2010,77.936
"875","Ecuador",2011,78.107
"876","Ecuador",2012,78.29
"877","Ecuador",2013,78.483
"878","Ecuador",2014,78.685
"879","Ecuador",2015,78.895
"880","Ecuador",2016,79.109
"881","El Salvador",1985,64.907
"882","El Salvador",1986,65.692
"883","El Salvador",1987,66.513
"884","El Salvador",1988,67.344
"885","El Salvador",1989,68.163
"886","El Salvador",1990,68.944
"887","El Salvador",1991,69.66
"888","El Salvador",1992,70.304
"889","El Salvador",1993,70.871
"890","El Salvador",1994,71.36
"891","El Salvador",1995,71.775
"892","El Salvador",1996,72.129
"893","El Salvador",1997,72.446
"894","El Salvador",1998,72.744
"895","El Salvador",1999,73.038
"896","El Salvador",2000,73.335
"897","El Salvador",2001,73.638
"898","El Salvador",2002,73.944
"899","El Salvador",2003,74.25
"900","El Salvador",2004,74.556
"901","El Salvador",2005,74.865
"902","El Salvador",2006,75.175
"903","El Salvador",2007,75.484
"904","El Salvador",2008,75.791
"905","El Salvador",2009,76.093
"906","El Salvador",2010,76.387
"907","El Salvador",2011,76.67
"908","El Salvador",2012,76.942
"909","El Salvador",2013,77.201
"910","El Salvador",2014,77.447
"911","El Salvador",2015,77.682
"912","El Salvador",2016,77.907
"913","Estonia",1985,74.4
"914","Estonia",1986,74.9
"915","Estonia",1987,75.1
"916","Estonia",1988,75
"917","Estonia",1989,74.7
"918","Estonia",1990,74.7
"919","Estonia",1991,74.7
"920","Estonia",1992,74.6
"921","Estonia",1993,73.8
"922","Estonia",1994,72.8
"923","Estonia",1995,74.1
"924","Estonia",1996,75.4
"925","Estonia",1997,75.7
"926","Estonia",1998,75.3
"927","Estonia",1999,75.8
"928","Estonia",2000,76
"929","Estonia",2001,76.2
"930","Estonia",2002,77
"931","Estonia",2003,76.9
"932","Estonia",2004,77.8
"933","Estonia",2005,78.1
"934","Estonia",2006,78.3
"935","Estonia",2007,78.5
"936","Estonia",2008,79.2
"937","Estonia",2009,80.1
"938","Estonia",2010,80.5
"939","Estonia",2011,81.3
"940","Estonia",2012,81.5
"941","Estonia",2013,81.7
"942","Estonia",2014,81.9
"943","Estonia",2015,82.2
"944","Estonia",2016,82.5
"945","Fiji",1985,66.244
"946","Fiji",1986,66.532
"947","Fiji",1987,66.814
"948","Fiji",1988,67.092
"949","Fiji",1989,67.366
"950","Fiji",1990,67.635
"951","Fiji",1991,67.901
"952","Fiji",1992,68.164
"953","Fiji",1993,68.423
"954","Fiji",1994,68.679
"955","Fiji",1995,68.932
"956","Fiji",1996,69.182
"957","Fiji",1997,69.429
"958","Fiji",1998,69.673
"959","Fiji",1999,69.914
"960","Fiji",2000,70.153
"961","Fiji",2001,70.392
"962","Fiji",2002,70.63
"963","Fiji",2003,70.867
"964","Fiji",2004,71.103
"965","Fiji",2005,71.336
"966","Fiji",2006,71.566
"967","Fiji",2007,71.79
"968","Fiji",2008,72.008
"969","Fiji",2009,72.218
"970","Fiji",2010,72.421
"971","Fiji",2011,72.614
"972","Fiji",2012,72.8
"973","Fiji",2013,72.98
"974","Fiji",2014,73.153
"975","Fiji",2015,73.321
"976","Fiji",2016,73.485
"977","Finland",1985,78.51
"978","Finland",1986,78.76
"979","Finland",1987,78.71
"980","Finland",1988,78.69
"981","Finland",1989,78.9
"982","Finland",1990,78.88
"983","Finland",1991,79.32
"984","Finland",1992,79.43
"985","Finland",1993,79.48
"986","Finland",1994,80.15
"987","Finland",1995,80.21
"988","Finland",1996,80.54
"989","Finland",1997,80.51
"990","Finland",1998,80.84
"991","Finland",1999,81.02
"992","Finland",2000,81
"993","Finland",2001,81.5
"994","Finland",2002,81.5
"995","Finland",2003,81.8
"996","Finland",2004,82.3
"997","Finland",2005,82.3
"998","Finland",2006,82.8
"999","Finland",2007,82.9
"1000","Finland",2008,83
"1001","Finland",2009,83.1
"1002","Finland",2010,83.2
"1003","Finland",2011,83.8
"1004","Finland",2012,83.7
"1005","Finland",2013,84.1
"1006","Finland",2014,84.1
"1007","Finland",2015,84.4
"1008","Finland",2016,84.7
"1009","France",1985,79.5
"1010","France",1986,79.8
"1011","France",1987,80
"1012","France",1988,80.3
"1013","France",1989,80.6
"1014","France",1990,80.8
"1015","France",1991,81.1
"1016","France",1992,81.3
"1017","France",1993,81.5
"1018","France",1994,81.9
"1019","France",1995,81.9
"1020","France",1996,82
"1021","France",1997,82.3
"1022","France",1998,82.6
"1023","France",1999,82.7
"1024","France",2000,83
"1025","France",2001,83
"1026","France",2002,83
"1027","France",2003,82.7
"1028","France",2004,83.8
"1029","France",2005,83.8
"1030","France",2006,84.5
"1031","France",2007,84.8
"1032","France",2008,84.8
"1033","France",2009,85
"1034","France",2010,85.3
"1035","France",2011,85.7
"1036","France",2012,85.4
"1037","France",2013,85.6
"1038","France",2014,86
"1039","France",2015,85.5
"1040","France",2016,85.5
"1041","Georgia",1985,73.645
"1042","Georgia",1986,73.773
"1043","Georgia",1987,73.872
"1044","Georgia",1988,73.927
"1045","Georgia",1989,73.94
"1046","Georgia",1990,73.922
"1047","Georgia",1991,73.895
"1048","Georgia",1992,73.886
"1049","Georgia",1993,73.916
"1050","Georgia",1994,73.995
"1051","Georgia",1995,74.131
"1052","Georgia",1996,74.328
"1053","Georgia",1997,74.571
"1054","Georgia",1998,74.842
"1055","Georgia",1999,75.13
"1056","Georgia",2000,75.415
"1057","Georgia",2001,75.68
"1058","Georgia",2002,75.913
"1059","Georgia",2003,76.107
"1060","Georgia",2004,76.259
"1061","Georgia",2005,76.37
"1062","Georgia",2006,76.449
"1063","Georgia",2007,76.512
"1064","Georgia",2008,76.572
"1065","Georgia",2009,76.638
"1066","Georgia",2010,76.717
"1067","Georgia",2011,76.813
"1068","Georgia",2012,76.924
"1069","Georgia",2013,77.047
"1070","Georgia",2014,77.183
"1071","Georgia",2015,77.329
"1072","Georgia",2016,77.482
"1073","Germany",1985,77.346
"1074","Germany",1986,77.601
"1075","Germany",1987,77.849
"1076","Germany",1988,78.09
"1077","Germany",1989,78.325
"1078","Germany",1990,78.556
"1079","Germany",1991,78.7
"1080","Germany",1992,79.2
"1081","Germany",1993,79.2
"1082","Germany",1994,79.6
"1083","Germany",1995,79.7
"1084","Germany",1996,79.9
"1085","Germany",1997,80.3
"1086","Germany",1998,80.6
"1087","Germany",1999,80.8
"1088","Germany",2000,81
"1089","Germany",2001,81.3
"1090","Germany",2002,81.2
"1091","Germany",2003,81.3
"1092","Germany",2004,81.6
"1093","Germany",2005,81.8
"1094","Germany",2006,82
"1095","Germany",2007,82.3
"1096","Germany",2008,82.4
"1097","Germany",2009,82.5
"1098","Germany",2010,82.6
"1099","Germany",2011,83.1
"1100","Germany",2012,83.1
"1101","Germany",2013,83
"1102","Germany",2014,83.6
"1103","Germany",2015,83.1
"1104","Germany",2016,83.1
"1105","Greece",1985,78.438
"1106","Greece",1986,78.66
"1107","Greece",1987,78.868
"1108","Greece",1988,79.073
"1109","Greece",1989,79.3
"1110","Greece",1990,79.5
"1111","Greece",1991,79.8
"1112","Greece",1992,80.2
"1113","Greece",1993,79.9
"1114","Greece",1994,80.2
"1115","Greece",1995,80.3
"1116","Greece",1996,80.4
"1117","Greece",1997,80.8
"1118","Greece",1998,80.4
"1119","Greece",1999,80.6
"1120","Greece",2000,80.5
"1121","Greece",2001,81
"1122","Greece",2002,81.1
"1123","Greece",2003,81.3
"1124","Greece",2004,81.6
"1125","Greece",2005,81.8
"1126","Greece",2006,82
"1127","Greece",2007,82
"1128","Greece",2008,82.5
"1129","Greece",2009,82.8
"1130","Greece",2010,83
"1131","Greece",2011,83.6
"1132","Greece",2012,83.4
"1133","Greece",2013,84
"1134","Greece",2014,84.1
"1135","Greece",2015,83.7
"1136","Greece",2016,83.7
"1137","Grenada",1985,69.748
"1138","Grenada",1986,69.967
"1139","Grenada",1987,70.18
"1140","Grenada",1988,70.387
"1141","Grenada",1989,70.589
"1142","Grenada",1990,70.784
"1143","Grenada",1991,70.972
"1144","Grenada",1992,71.152
"1145","Grenada",1993,71.327
"1146","Grenada",1994,71.498
"1147","Grenada",1995,71.669
"1148","Grenada",1996,71.846
"1149","Grenada",1997,72.029
"1150","Grenada",1998,72.222
"1151","Grenada",1999,72.426
"1152","Grenada",2000,72.641
"1153","Grenada",2001,72.865
"1154","Grenada",2002,73.096
"1155","Grenada",2003,73.33
"1156","Grenada",2004,73.566
"1157","Grenada",2005,73.805
"1158","Grenada",2006,74.047
"1159","Grenada",2007,74.293
"1160","Grenada",2008,74.541
"1161","Grenada",2009,74.788
"1162","Grenada",2010,75.029
"1163","Grenada",2011,75.257
"1164","Grenada",2012,75.469
"1165","Grenada",2013,75.663
"1166","Grenada",2014,75.838
"1167","Grenada",2015,75.997
"1168","Grenada",2016,76.142
"1169","Guatemala",1985,62.069
"1170","Guatemala",1986,62.683
"1171","Guatemala",1987,63.304
"1172","Guatemala",1988,63.927
"1173","Guatemala",1989,64.549
"1174","Guatemala",1990,65.171
"1175","Guatemala",1991,65.796
"1176","Guatemala",1992,66.424
"1177","Guatemala",1993,67.054
"1178","Guatemala",1994,67.682
"1179","Guatemala",1995,68.3
"1180","Guatemala",1996,68.903
"1181","Guatemala",1997,69.484
"1182","Guatemala",1998,70.039
"1183","Guatemala",1999,70.561
"1184","Guatemala",2000,71.046
"1185","Guatemala",2001,71.489
"1186","Guatemala",2002,71.892
"1187","Guatemala",2003,72.263
"1188","Guatemala",2004,72.608
"1189","Guatemala",2005,72.937
"1190","Guatemala",2006,73.265
"1191","Guatemala",2007,73.599
"1192","Guatemala",2008,73.946
"1193","Guatemala",2009,74.305
"1194","Guatemala",2010,74.674
"1195","Guatemala",2011,75.041
"1196","Guatemala",2012,75.396
"1197","Guatemala",2013,75.729
"1198","Guatemala",2014,76.037
"1199","Guatemala",2015,76.32
"1200","Guatemala",2016,76.582
"1201","Guyana",1985,66.264
"1202","Guyana",1986,66.403
"1203","Guyana",1987,66.535
"1204","Guyana",1988,66.661
"1205","Guyana",1989,66.78
"1206","Guyana",1990,66.893
"1207","Guyana",1991,67.002
"1208","Guyana",1992,67.11
"1209","Guyana",1993,67.217
"1210","Guyana",1994,67.325
"1211","Guyana",1995,67.432
"1212","Guyana",1996,67.538
"1213","Guyana",1997,67.639
"1214","Guyana",1998,67.734
"1215","Guyana",1999,67.823
"1216","Guyana",2000,67.905
"1217","Guyana",2001,67.98
"1218","Guyana",2002,68.05
"1219","Guyana",2003,68.115
"1220","Guyana",2004,68.176
"1221","Guyana",2005,68.231
"1222","Guyana",2006,68.28
"1223","Guyana",2007,68.323
"1224","Guyana",2008,68.362
"1225","Guyana",2009,68.401
"1226","Guyana",2010,68.445
"1227","Guyana",2011,68.501
"1228","Guyana",2012,68.573
"1229","Guyana",2013,68.663
"1230","Guyana",2014,68.772
"1231","Guyana",2015,68.897
"1232","Guyana",2016,69.035
"1233","Hungary",1985,73.08
"1234","Hungary",1986,73.23
"1235","Hungary",1987,73.8
"1236","Hungary",1988,74.08
"1237","Hungary",1989,73.8
"1238","Hungary",1990,73.7
"1239","Hungary",1991,73.91
"1240","Hungary",1992,73.86
"1241","Hungary",1993,73.88
"1242","Hungary",1994,74.31
"1243","Hungary",1995,74.55
"1244","Hungary",1996,74.79
"1245","Hungary",1997,75.22
"1246","Hungary",1998,75.186
"1247","Hungary",1999,75.21
"1248","Hungary",2000,75.6
"1249","Hungary",2001,76.5
"1250","Hungary",2002,76.6
"1251","Hungary",2003,76.5
"1252","Hungary",2004,76.9
"1253","Hungary",2005,76.9
"1254","Hungary",2006,77.4
"1255","Hungary",2007,77.3
"1256","Hungary",2008,77.8
"1257","Hungary",2009,77.9
"1258","Hungary",2010,78.1
"1259","Hungary",2011,78.7
"1260","Hungary",2012,78.7
"1261","Hungary",2013,79.1
"1262","Hungary",2014,79.4
"1263","Hungary",2015,79
"1264","Hungary",2016,79
"1265","Iceland",1985,80.44
"1266","Iceland",1986,80.69
"1267","Iceland",1987,79.9
"1268","Iceland",1988,79.9
"1269","Iceland",1989,80.2
"1270","Iceland",1990,80.71
"1271","Iceland",1991,81.27
"1272","Iceland",1992,80.85
"1273","Iceland",1993,80.84
"1274","Iceland",1994,81.47
"1275","Iceland",1995,80.11
"1276","Iceland",1996,81.18
"1277","Iceland",1997,81.6
"1278","Iceland",1998,81.6
"1279","Iceland",1999,81.4
"1280","Iceland",2000,81.6
"1281","Iceland",2001,83.2
"1282","Iceland",2002,82.5
"1283","Iceland",2003,82.5
"1284","Iceland",2004,83.2
"1285","Iceland",2005,83.5
"1286","Iceland",2006,82.9
"1287","Iceland",2007,83.4
"1288","Iceland",2008,83.3
"1289","Iceland",2009,83.8
"1290","Iceland",2010,84.1
"1291","Iceland",2011,84.1
"1292","Iceland",2012,84.3
"1293","Iceland",2013,83.7
"1294","Iceland",2014,84.5
"1295","Iceland",2015,83.8
"1296","Iceland",2016,83.8
"1297","Ireland",1985,76.667
"1298","Ireland",1986,76.874
"1299","Ireland",1987,77.08
"1300","Ireland",1988,77.288
"1301","Ireland",1989,77.498
"1302","Ireland",1990,77.703
"1303","Ireland",1991,77.892
"1304","Ireland",1992,78.06
"1305","Ireland",1993,78.208
"1306","Ireland",1994,78.341
"1307","Ireland",1995,78.471
"1308","Ireland",1996,78.7
"1309","Ireland",1997,78.7
"1310","Ireland",1998,79.1
"1311","Ireland",1999,78.9
"1312","Ireland",2000,79.2
"1313","Ireland",2001,79.9
"1314","Ireland",2002,80.4
"1315","Ireland",2003,80.7
"1316","Ireland",2004,81.1
"1317","Ireland",2005,81.3
"1318","Ireland",2006,81.7
"1319","Ireland",2007,82.1
"1320","Ireland",2008,82.4
"1321","Ireland",2009,82.7
"1322","Ireland",2010,83.1
"1323","Ireland",2011,83
"1324","Ireland",2012,83.1
"1325","Ireland",2013,83.1
"1326","Ireland",2014,83.5
"1327","Ireland",2015,83.4
"1328","Ireland",2016,83.4
"1329","Israel",1985,77
"1330","Israel",1986,76.8
"1331","Israel",1987,77
"1332","Israel",1988,75
"1333","Israel",1989,78.1
"1334","Israel",1990,78.4
"1335","Israel",1991,78.5
"1336","Israel",1992,78.4
"1337","Israel",1993,79.1
"1338","Israel",1994,79.4
"1339","Israel",1995,79.5
"1340","Israel",1996,80
"1341","Israel",1997,80.1
"1342","Israel",1998,80.3
"1343","Israel",1999,80.4
"1344","Israel",2000,80.9
"1345","Israel",2001,81.2
"1346","Israel",2002,81.5
"1347","Israel",2003,81.8
"1348","Israel",2004,82.4
"1349","Israel",2005,82.2
"1350","Israel",2006,82.5
"1351","Israel",2007,82.4
"1352","Israel",2008,83
"1353","Israel",2009,83.3
"1354","Israel",2010,83.6
"1355","Israel",2011,83.5
"1356","Israel",2012,83.6
"1357","Israel",2013,83.9
"1358","Israel",2014,84.1
"1359","Israel",2015,84.1
"1360","Israel",2016,84.2
"1361","Italy",1985,78.8
"1362","Italy",1986,79.1
"1363","Italy",1987,79.6
"1364","Italy",1988,79.7
"1365","Italy",1989,80.2
"1366","Italy",1990,80.3
"1367","Italy",1991,80.4
"1368","Italy",1992,80.8
"1369","Italy",1993,81
"1370","Italy",1994,81.2
"1371","Italy",1995,81.5
"1372","Italy",1996,81.8
"1373","Italy",1997,82
"1374","Italy",1998,82.1
"1375","Italy",1999,82.6
"1376","Italy",2000,82.8
"1377","Italy",2001,83.2
"1378","Italy",2002,83.2
"1379","Italy",2003,82.8
"1380","Italy",2004,83.7
"1381","Italy",2005,83.6
"1382","Italy",2006,84.1
"1383","Italy",2007,84.2
"1384","Italy",2008,84.2
"1385","Italy",2009,84.3
"1386","Italy",2010,84.7
"1387","Italy",2011,84.8
"1388","Italy",2012,84.8
"1389","Italy",2013,85.2
"1390","Italy",2014,85.6
"1391","Italy",2015,84.9
"1392","Italy",2016,84.9
"1393","Jamaica",1985,73.947
"1394","Jamaica",1986,74.017
"1395","Jamaica",1987,74.074
"1396","Jamaica",1988,74.131
"1397","Jamaica",1989,74.194
"1398","Jamaica",1990,74.264
"1399","Jamaica",1991,74.338
"1400","Jamaica",1992,74.41
"1401","Jamaica",1993,74.478
"1402","Jamaica",1994,74.545
"1403","Jamaica",1995,74.614
"1404","Jamaica",1996,74.69
"1405","Jamaica",1997,74.779
"1406","Jamaica",1998,74.886
"1407","Jamaica",1999,75.013
"1408","Jamaica",2000,75.162
"1409","Jamaica",2001,75.335
"1410","Jamaica",2002,75.53
"1411","Jamaica",2003,75.741
"1412","Jamaica",2004,75.965
"1413","Jamaica",2005,76.199
"1414","Jamaica",2006,76.44
"1415","Jamaica",2007,76.685
"1416","Jamaica",2008,76.928
"1417","Jamaica",2009,77.164
"1418","Jamaica",2010,77.388
"1419","Jamaica",2011,77.595
"1420","Jamaica",2012,77.785
"1421","Jamaica",2013,77.957
"1422","Jamaica",2014,78.114
"1423","Jamaica",2015,78.256
"1424","Jamaica",2016,78.389
"1425","Japan",1985,80.57
"1426","Japan",1986,81.02
"1427","Japan",1987,81.48
"1428","Japan",1988,81.37
"1429","Japan",1989,81.84
"1430","Japan",1990,81.91
"1431","Japan",1991,82.22
"1432","Japan",1992,82.35
"1433","Japan",1993,82.5
"1434","Japan",1994,82.96
"1435","Japan",1995,82.84
"1436","Japan",1996,83.55
"1437","Japan",1997,83.82
"1438","Japan",1998,84.01
"1439","Japan",1999,83.9
"1440","Japan",2000,84.6
"1441","Japan",2001,84.9
"1442","Japan",2002,85.2
"1443","Japan",2003,85.33
"1444","Japan",2004,85.59
"1445","Japan",2005,85.49
"1446","Japan",2006,85.81
"1447","Japan",2007,85.99
"1448","Japan",2008,86.05
"1449","Japan",2009,86.44
"1450","Japan",2010,86.3
"1451","Japan",2011,85.9
"1452","Japan",2012,86.41
"1453","Japan",2013,86.61
"1454","Japan",2014,86.83
"1455","Japan",2015,86.99
"1456","Japan",2016,87.14
"1457","Kazakhstan",1985,73.3
"1458","Kazakhstan",1986,73.6
"1459","Kazakhstan",1987,73.9
"1460","Kazakhstan",1988,73.1
"1461","Kazakhstan",1989,72.9
"1462","Kazakhstan",1990,73.1
"1463","Kazakhstan",1991,72.9
"1464","Kazakhstan",1992,72.7
"1465","Kazakhstan",1993,71.9
"1466","Kazakhstan",1994,71
"1467","Kazakhstan",1995,70.4
"1468","Kazakhstan",1996,70
"1469","Kazakhstan",1997,70.2
"1470","Kazakhstan",1998,70.4
"1471","Kazakhstan",1999,71
"1472","Kazakhstan",2000,71.1
"1473","Kazakhstan",2001,71.3
"1474","Kazakhstan",2002,71.5
"1475","Kazakhstan",2003,71.5
"1476","Kazakhstan",2004,71.65
"1477","Kazakhstan",2005,71.8
"1478","Kazakhstan",2006,72
"1479","Kazakhstan",2007,72.6
"1480","Kazakhstan",2008,72.4
"1481","Kazakhstan",2009,73.5
"1482","Kazakhstan",2010,73.32
"1483","Kazakhstan",2011,73.81
"1484","Kazakhstan",2012,74.33
"1485","Kazakhstan",2013,75.06
"1486","Kazakhstan",2014,75.94
"1487","Kazakhstan",2015,76.9
"1488","Kazakhstan",2016,76.6
"1489","Kiribati",1985,60.517
"1490","Kiribati",1986,60.982
"1491","Kiribati",1987,61.502
"1492","Kiribati",1988,62.059
"1493","Kiribati",1989,62.637
"1494","Kiribati",1990,63.214
