"","Country","Year","infant_mortality_rate"
"1","Albania",1985,54
"2","Albania",1986,50.4
"3","Albania",1987,47.2
"4","Albania",1988,44.5
"5","Albania",1989,42.2
"6","Albania",1990,40.1
"7","Albania",1991,38.4
"8","Albania",1992,36.8
"9","Albania",1993,35.4
"10","Albania",1994,33.9
"11","Albania",1995,32.4
"12","Albania",1996,30.9
"13","Albania",1997,29.3
"14","Albania",1998,27.7
"15","Albania",1999,26.1
"16","Albania",2000,24.5
"17","Albania",2001,22.9
"18","Albania",2002,21.4
"19","Albania",2003,19.9
"20","Albania",2004,18.5
"21","Albania",2005,17.2
"22","Albania",2006,16
"23","Albania",2007,14.8
"24","Albania",2008,13.8
"25","Albania",2009,12.8
"26","Albania",2010,12
"27","Albania",2011,11.3
"28","Albania",2012,10.7
"29","Albania",2013,10.1
"30","Albania",2014,9.7
"31","Albania",2015,9.4
"32","Albania",2016,9.1
"33","Antigua and Barbuda",1985,35.5
"34","Antigua and Barbuda",1986,33.4
"35","Antigua and Barbuda",1987,31.5
"36","Antigua and Barbuda",1988,29.6
"37","Antigua and Barbuda",1989,27.9
"38","Antigua and Barbuda",1990,26.3
"39","Antigua and Barbuda",1991,24.7
"40","Antigua and Barbuda",1992,23.3
"41","Antigua and Barbuda",1993,22
"42","Antigua and Barbuda",1994,20.7
"43","Antigua and Barbuda",1995,19.5
"44","Antigua and Barbuda",1996,18.4
"45","Antigua and Barbuda",1997,17.4
"46","Antigua and Barbuda",1998,16.5
"47","Antigua and Barbuda",1999,15.6
"48","Antigua and Barbuda",2000,14.9
"49","Antigua and Barbuda",2001,14.2
"50","Antigua and Barbuda",2002,13.6
"51","Antigua and Barbuda",2003,13
"52","Antigua and Barbuda",2004,12.5
"53","Antigua and Barbuda",2005,12
"54","Antigua and Barbuda",2006,11.5
"55","Antigua and Barbuda",2007,11.1
"56","Antigua and Barbuda",2008,10.7
"57","Antigua and Barbuda",2009,10.3
"58","Antigua and Barbuda",2010,9.8
"59","Antigua and Barbuda",2011,9.5
"60","Antigua and Barbuda",2012,9.1
"61","Antigua and Barbuda",2013,8.7
"62","Antigua and Barbuda",2014,8.3
"63","Antigua and Barbuda",2015,8
"64","Antigua and Barbuda",2016,7.7
"65","Argentina",1985,31.1
"66","Argentina",1986,29.9
"67","Argentina",1987,29.3
"68","Argentina",1988,29.1
"69","Argentina",1989,29
"70","Argentina",1990,28.8
"71","Argentina",1991,28.3
"72","Argentina",1992,27.6
"73","Argentina",1993,26.5
"74","Argentina",1994,25.5
"75","Argentina",1995,24.4
"76","Argentina",1996,23.4
"77","Argentina",1997,22.4
"78","Argentina",1998,21.5
"79","Argentina",1999,20.6
"80","Argentina",2000,19.8
"81","Argentina",2001,19
"82","Argentina",2002,18.3
"83","Argentina",2003,17.6
"84","Argentina",2004,17
"85","Argentina",2005,16.5
"86","Argentina",2006,16.1
"87","Argentina",2007,15.7
"88","Argentina",2008,15.4
"89","Argentina",2009,15
"90","Argentina",2010,14.5
"91","Argentina",2011,13.9
"92","Argentina",2012,13.3
"93","Argentina",2013,12.7
"94","Argentina",2014,12
"95","Argentina",2015,11.4
"96","Argentina",2016,10.9
"97","Armenia",1985,61.4
"98","Armenia",1986,59
"99","Armenia",1987,56.6
"100","Armenia",1988,81.9
"101","Armenia",1989,51.9
"102","Armenia",1990,49.6
"103","Armenia",1991,47.3
"104","Armenia",1992,45
"105","Armenia",1993,42.8
"106","Armenia",1994,40.6
"107","Armenia",1995,38.6
"108","Armenia",1996,36.7
"109","Armenia",1997,34.9
"110","Armenia",1998,33.2
"111","Armenia",1999,31.6
"112","Armenia",2000,30
"113","Armenia",2001,28.5
"114","Armenia",2002,27.1
"115","Armenia",2003,25.8
"116","Armenia",2004,24.5
"117","Armenia",2005,23.3
"118","Armenia",2006,22.1
"119","Armenia",2007,21
"120","Armenia",2008,20
"121","Armenia",2009,19
"122","Armenia",2010,18
"123","Armenia",2011,17.1
"124","Armenia",2012,16.3
"125","Armenia",2013,15.5
"126","Armenia",2014,14.7
"127","Armenia",2015,14
"128","Armenia",2016,13.3
"129","Australia",1985,11.3
"130","Australia",1986,11
"131","Australia",1987,10.6
"132","Australia",1988,10.2
"133","Australia",1989,9.7
"134","Australia",1990,9.2
"135","Australia",1991,8.7
"136","Australia",1992,8.2
"137","Australia",1993,7.7
"138","Australia",1994,7.3
"139","Australia",1995,7
"140","Australia",1996,6.8
"141","Australia",1997,6.6
"142","Australia",1998,6.4
"143","Australia",1999,6.3
"144","Australia",2000,6.2
"145","Australia",2001,6.1
"146","Australia",2002,6
"147","Australia",2003,5.9
"148","Australia",2004,5.8
"149","Australia",2005,5.7
"150","Australia",2006,5.6
"151","Australia",2007,5.4
"152","Australia",2008,5.2
"153","Australia",2009,5
"154","Australia",2010,4.8
"155","Australia",2011,4.6
"156","Australia",2012,4.3
"157","Australia",2013,4.2
"158","Australia",2014,4
"159","Australia",2015,3.8
"160","Australia",2016,3.7
"161","Austria",1985,12.6
"162","Austria",1986,11.9
"163","Austria",1987,11.2
"164","Austria",1988,10.5
"165","Austria",1989,10
"166","Austria",1990,9.5
"167","Austria",1991,9
"168","Austria",1992,8.5
"169","Austria",1993,7.9
"170","Austria",1994,7.4
"171","Austria",1995,6.8
"172","Austria",1996,6.4
"173","Austria",1997,6
"174","Austria",1998,5.8
"175","Austria",1999,5.6
"176","Austria",2000,5.5
"177","Austria",2001,5.4
"178","Austria",2002,5.3
"179","Austria",2003,5.2
"180","Austria",2004,5.1
"181","Austria",2005,4.9
"182","Austria",2006,4.8
"183","Austria",2007,4.6
"184","Austria",2008,4.5
"185","Austria",2009,4.4
"186","Austria",2010,4.3
"187","Austria",2011,4.2
"188","Austria",2012,4.1
"189","Austria",2013,3.9
"190","Austria",2014,3.8
"191","Austria",2015,3.7
"192","Austria",2016,3.6
"193","Azerbaijan",1985,101.8
"194","Azerbaijan",1986,99.7
"195","Azerbaijan",1987,98
"196","Azerbaijan",1988,96.6
"197","Azerbaijan",1989,95.6
"198","Azerbaijan",1990,95.3
"199","Azerbaijan",1991,95.5
"200","Azerbaijan",1992,95.9
"201","Azerbaijan",1993,96.1
"202","Azerbaijan",1994,95.7
"203","Azerbaijan",1995,94.3
"204","Azerbaijan",1996,92.1
"205","Azerbaijan",1997,88.9
"206","Azerbaijan",1998,84.6
"207","Azerbaijan",1999,79.8
"208","Azerbaijan",2000,74.7
"209","Azerbaijan",2001,69.5
"210","Azerbaijan",2002,64.5
"211","Azerbaijan",2003,59.9
"212","Azerbaijan",2004,55.7
"213","Azerbaijan",2005,52
"214","Azerbaijan",2006,48.7
"215","Azerbaijan",2007,45.6
"216","Azerbaijan",2008,42.7
"217","Azerbaijan",2009,40
"218","Azerbaijan",2010,37.4
"219","Azerbaijan",2011,35
"220","Azerbaijan",2012,32.6
"221","Azerbaijan",2013,30.4
"222","Azerbaijan",2014,28.4
"223","Azerbaijan",2015,26.4
"224","Azerbaijan",2016,24.6
"225","Bahrain",1985,25
"226","Bahrain",1986,24.2
"227","Bahrain",1987,23.7
"228","Bahrain",1988,23.4
"229","Bahrain",1989,23.2
"230","Bahrain",1990,23
"231","Bahrain",1991,22.7
"232","Bahrain",1992,22.1
"233","Bahrain",1993,21
"234","Bahrain",1994,19.7
"235","Bahrain",1995,18.1
"236","Bahrain",1996,16.6
"237","Bahrain",1997,15.2
"238","Bahrain",1998,14
"239","Bahrain",1999,13.1
"240","Bahrain",2000,12.5
"241","Bahrain",2001,12
"242","Bahrain",2002,11.6
"243","Bahrain",2003,11.3
"244","Bahrain",2004,11
"245","Bahrain",2005,10.7
"246","Bahrain",2006,10.3
"247","Bahrain",2007,9.8
"248","Bahrain",2008,9.3
"249","Bahrain",2009,8.9
"250","Bahrain",2010,8.5
"251","Bahrain",2011,8.2
"252","Bahrain",2012,8
"253","Bahrain",2013,7.8
"254","Bahrain",2014,7.7
"255","Bahrain",2015,7.6
"256","Bahrain",2016,7.5
"257","Barbados",1985,22
"258","Barbados",1986,21.2
"259","Barbados",1987,20.4
"260","Barbados",1988,19.6
"261","Barbados",1989,18.7
"262","Barbados",1990,17.9
"263","Barbados",1991,17.1
"264","Barbados",1992,16.4
"265","Barbados",1993,15.7
"266","Barbados",1994,15.3
"267","Barbados",1995,14.9
"268","Barbados",1996,14.7
"269","Barbados",1997,14.7
"270","Barbados",1998,14.8
"271","Barbados",1999,14.9
"272","Barbados",2000,15.2
"273","Barbados",2001,15.4
"274","Barbados",2002,15.6
"275","Barbados",2003,15.8
"276","Barbados",2004,15.8
"277","Barbados",2005,15.7
"278","Barbados",2006,15.5
"279","Barbados",2007,15.3
"280","Barbados",2008,15
"281","Barbados",2009,14.8
"282","Barbados",2010,14.5
"283","Barbados",2011,14.2
"284","Barbados",2012,14
"285","Barbados",2013,13.7
"286","Barbados",2014,13.4
"287","Barbados",2015,13.1
"288","Barbados",2016,12.8
"289","Belarus",1985,17.6
"290","Belarus",1986,17
"291","Belarus",1987,16.4
"292","Belarus",1988,15.9
"293","Belarus",1989,15.5
"294","Belarus",1990,15.2
"295","Belarus",1991,15.2
"296","Belarus",1992,15.3
"297","Belarus",1993,15.5
"298","Belarus",1994,15.7
"299","Belarus",1995,15.7
"300","Belarus",1996,15.5
"301","Belarus",1997,15.1
"302","Belarus",1998,14.5
"303","Belarus",1999,13.7
"304","Belarus",2000,12.8
"305","Belarus",2001,11.8
"306","Belarus",2002,10.9
"307","Belarus",2003,10
"308","Belarus",2004,9.3
"309","Belarus",2005,8.5
"310","Belarus",2006,7.9
"311","Belarus",2007,7.2
"312","Belarus",2008,6.6
"313","Belarus",2009,6
"314","Belarus",2010,5.5
"315","Belarus",2011,5.1
"316","Belarus",2012,4.8
"317","Belarus",2013,4.5
"318","Belarus",2014,4.3
"319","Belarus",2015,4.1
"320","Belarus",2016,3.9
"321","Belgium",1985,11.8
"322","Belgium",1986,11.4
"323","Belgium",1987,11
"324","Belgium",1988,10.7
"325","Belgium",1989,10.3
"326","Belgium",1990,10
"327","Belgium",1991,9.6
"328","Belgium",1992,9.2
"329","Belgium",1993,8.7
"330","Belgium",1994,8.2
"331","Belgium",1995,7.6
"332","Belgium",1996,7.1
"333","Belgium",1997,6.7
"334","Belgium",1998,6.4
"335","Belgium",1999,6.1
"336","Belgium",2000,5.9
"337","Belgium",2001,5.7
"338","Belgium",2002,5.5
"339","Belgium",2003,5.3
"340","Belgium",2004,5.2
"341","Belgium",2005,5
"342","Belgium",2006,4.9
"343","Belgium",2007,4.8
"344","Belgium",2008,4.7
"345","Belgium",2009,4.6
"346","Belgium",2010,4.5
"347","Belgium",2011,4.4
"348","Belgium",2012,4.3
"349","Belgium",2013,4.2
"350","Belgium",2014,4.1
"351","Belgium",2015,4
"352","Belgium",2016,3.9
"353","Belize",1985,51.9
"354","Belize",1986,49.1
"355","Belize",1987,46.4
"356","Belize",1988,43.7
"357","Belize",1989,41
"358","Belize",1990,38.5
"359","Belize",1991,36.2
"360","Belize",1992,34.1
"361","Belize",1993,32.2
"362","Belize",1994,30.6
"363","Belize",1995,29.1
"364","Belize",1996,27.8
"365","Belize",1997,26.6
"366","Belize",1998,25.5
"367","Belize",1999,24.6
"368","Belize",2000,23.7
"369","Belize",2001,22.9
"370","Belize",2002,22.2
"371","Belize",2003,21.7
"372","Belize",2004,21.3
"373","Belize",2005,20.9
"374","Belize",2006,20.6
"375","Belize",2007,20.3
"376","Belize",2008,19.9
"377","Belize",2009,19.5
"378","Belize",2010,19
"379","Belize",2011,18.4
"380","Belize",2012,17.8
"381","Belize",2013,17.1
"382","Belize",2014,16.4
"383","Belize",2015,15.6
"384","Belize",2016,14.9
"385","Bosnia and Herzegovina",1985,27.1
"386","Bosnia and Herzegovina",1986,24.9
"387","Bosnia and Herzegovina",1987,23
"388","Bosnia and Herzegovina",1988,21.3
"389","Bosnia and Herzegovina",1989,19.7
"390","Bosnia and Herzegovina",1990,18.2
"391","Bosnia and Herzegovina",1991,16.8
"392","Bosnia and Herzegovina",1992,18
"393","Bosnia and Herzegovina",1993,17.5
"394","Bosnia and Herzegovina",1994,14.7
"395","Bosnia and Herzegovina",1995,14.1
"396","Bosnia and Herzegovina",1996,12.2
"397","Bosnia and Herzegovina",1997,11.5
"398","Bosnia and Herzegovina",1998,10.9
"399","Bosnia and Herzegovina",1999,10.3
"400","Bosnia and Herzegovina",2000,9.9
"401","Bosnia and Herzegovina",2001,9.5
"402","Bosnia and Herzegovina",2002,9.3
"403","Bosnia and Herzegovina",2003,9.2
"404","Bosnia and Herzegovina",2004,9
"405","Bosnia and Herzegovina",2005,8.9
"406","Bosnia and Herzegovina",2006,8.6
"407","Bosnia and Herzegovina",2007,8.3
"408","Bosnia and Herzegovina",2008,7.9
"409","Bosnia and Herzegovina",2009,7.5
"410","Bosnia and Herzegovina",2010,7.2
"411","Bosnia and Herzegovina",2011,6.8
"412","Bosnia and Herzegovina",2012,6.6
"413","Bosnia and Herzegovina",2013,6.4
"414","Bosnia and Herzegovina",2014,6.2
"415","Bosnia and Herzegovina",2015,6
"416","Bosnia and Herzegovina",2016,5.9
"417","Brazil",1985,77.1
"418","Brazil",1986,74.1
"419","Brazil",1987,71.3
"420","Brazil",1988,68.6
"421","Brazil",1989,65.8
"422","Brazil",1990,63.1
"423","Brazil",1991,60.2
"424","Brazil",1992,57.2
"425","Brazil",1993,54.1
"426","Brazil",1994,51
"427","Brazil",1995,47.9
"428","Brazil",1996,44.9
"429","Brazil",1997,42.1
"430","Brazil",1998,39.5
"431","Brazil",1999,37
"432","Brazil",2000,34.7
"433","Brazil",2001,32.5
"434","Brazil",2002,30.5
"435","Brazil",2003,28.5
"436","Brazil",2004,26.6
"437","Brazil",2005,24.9
"438","Brazil",2006,23.3
"439","Brazil",2007,21.9
"440","Brazil",2008,20.7
"441","Brazil",2009,19.6
"442","Brazil",2010,18.7
"443","Brazil",2011,17.9
"444","Brazil",2012,17.3
"445","Brazil",2013,16.7
"446","Brazil",2014,16.2
"447","Brazil",2015,15.7
"448","Brazil",2016,16.3
"449","Bulgaria",1985,19.6
"450","Bulgaria",1986,18.8
"451","Bulgaria",1987,18.2
"452","Bulgaria",1988,17.9
"453","Bulgaria",1989,18
"454","Bulgaria",1990,18.4
"455","Bulgaria",1991,18.8
"456","Bulgaria",1992,19
"457","Bulgaria",1993,19.2
"458","Bulgaria",1994,19.3
"459","Bulgaria",1995,19.3
"460","Bulgaria",1996,19.3
"461","Bulgaria",1997,19.2
"462","Bulgaria",1998,18.9
"463","Bulgaria",1999,18.3
"464","Bulgaria",2000,17.6
"465","Bulgaria",2001,16.8
"466","Bulgaria",2002,15.9
"467","Bulgaria",2003,15.1
"468","Bulgaria",2004,14.2
"469","Bulgaria",2005,13.3
"470","Bulgaria",2006,12.5
"471","Bulgaria",2007,11.9
"472","Bulgaria",2008,11.5
"473","Bulgaria",2009,11.1
"474","Bulgaria",2010,10.7
"475","Bulgaria",2011,10.3
"476","Bulgaria",2012,9.8
"477","Bulgaria",2013,9.3
"478","Bulgaria",2014,8.8
"479","Bulgaria",2015,8.3
"480","Bulgaria",2016,7.9
"481","Cabo Verde",1985,79.4
"482","Cabo Verde",1986,76
"483","Cabo Verde",1987,72.2
"484","Cabo Verde",1988,68.4
"485","Cabo Verde",1989,65.1
"486","Cabo Verde",1990,62.7
"487","Cabo Verde",1991,61.3
"488","Cabo Verde",1992,60.5
"489","Cabo Verde",1993,60
"490","Cabo Verde",1994,59.2
"491","Cabo Verde",1995,57.4
"492","Cabo Verde",1996,54.2
"493","Cabo Verde",1997,50
"494","Cabo Verde",1998,45
"495","Cabo Verde",1999,39.9
"496","Cabo Verde",2000,35.5
"497","Cabo Verde",2001,31.9
"498","Cabo Verde",2002,29.3
"499","Cabo Verde",2003,27.7
"500","Cabo Verde",2004,26.7
"501","Cabo Verde",2005,26.3
"502","Cabo Verde",2006,26.2
"503","Cabo Verde",2007,26.2
"504","Cabo Verde",2008,26
"505","Cabo Verde",2009,25.7
"506","Cabo Verde",2010,25.1
"507","Cabo Verde",2011,24.3
"508","Cabo Verde",2012,23.3
"509","Cabo Verde",2013,22.2
"510","Cabo Verde",2014,21
"511","Cabo Verde",2015,19.7
"512","Cabo Verde",2016,18.5
"513","Canada",1985,9.8
"514","Canada",1986,9.4
"515","Canada",1987,9.1
"516","Canada",1988,8.8
"517","Canada",1989,8.6
"518","Canada",1990,8.3
"519","Canada",1991,8
"520","Canada",1992,7.7
"521","Canada",1993,7.4
"522","Canada",1994,7.2
"523","Canada",1995,6.9
"524","Canada",1996,6.7
"525","Canada",1997,6.5
"526","Canada",1998,6.4
"527","Canada",1999,6.3
"528","Canada",2000,6.2
"529","Canada",2001,6.2
"530","Canada",2002,6.1
"531","Canada",2003,6.1
"532","Canada",2004,6.1
"533","Canada",2005,6.1
"534","Canada",2006,6
"535","Canada",2007,5.9
"536","Canada",2008,5.8
"537","Canada",2009,5.7
"538","Canada",2010,5.6
"539","Canada",2011,5.6
"540","Canada",2012,5.5
"541","Canada",2013,5.5
"542","Canada",2014,5.4
"543","Canada",2015,5.3
"544","Canada",2016,5.2
"545","Chile",1985,22.4
"546","Chile",1986,22.2
"547","Chile",1987,21.9
"548","Chile",1988,21.3
"549","Chile",1989,20.4
"550","Chile",1990,19.1
"551","Chile",1991,17.8
"552","Chile",1992,16.4
"553","Chile",1993,15.1
"554","Chile",1994,14
"555","Chile",1995,13.1
"556","Chile",1996,12.5
"557","Chile",1997,12.2
"558","Chile",1998,11.9
"559","Chile",1999,11.5
"560","Chile",2000,10.9
"561","Chile",2001,10.3
"562","Chile",2002,9.8
"563","Chile",2003,9.5
"564","Chile",2004,9.3
"565","Chile",2005,9.2
"566","Chile",2006,9.1
"567","Chile",2007,9.1
"568","Chile",2008,9.1
"569","Chile",2009,9
"570","Chile",2010,8.8
"571","Chile",2011,8.5
"572","Chile",2012,8.4
"573","Chile",2013,8.3
"574","Chile",2014,8.1
"575","Chile",2015,7.9
"576","Chile",2016,7.7
"577","Colombia",1985,42.7
"578","Colombia",1986,40.7
"579","Colombia",1987,39
"580","Colombia",1988,37.6
"581","Colombia",1989,36.3
"582","Colombia",1990,35.1
"583","Colombia",1991,34.1
"584","Colombia",1992,33
"585","Colombia",1993,31.9
"586","Colombia",1994,30.8
"587","Colombia",1995,29.7
"588","Colombia",1996,28.7
"589","Colombia",1997,27.7
"590","Colombia",1998,26.7
"591","Colombia",1999,25.8
"592","Colombia",2000,25
"593","Colombia",2001,24.3
"594","Colombia",2002,23.6
"595","Colombia",2003,22.9
"596","Colombia",2004,22.3
"597","Colombia",2005,21.6
"598","Colombia",2006,21
"599","Colombia",2007,20.4
"600","Colombia",2008,19.8
"601","Colombia",2009,19.1
"602","Colombia",2010,18.5
"603","Colombia",2011,18
"604","Colombia",2012,17.4
"605","Colombia",2013,16.8
"606","Colombia",2014,16.2
"607","Colombia",2015,15.7
"608","Colombia",2016,15.2
"609","Costa Rica",1985,22.8
"610","Costa Rica",1986,21.7
"611","Costa Rica",1987,20.1
"612","Costa Rica",1988,18.6
"613","Costa Rica",1989,17.6
"614","Costa Rica",1990,16.8
"615","Costa Rica",1991,16.2
"616","Costa Rica",1992,15.7
"617","Costa Rica",1993,15.3
"618","Costa Rica",1994,14.9
"619","Costa Rica",1995,14.7
"620","Costa Rica",1996,14.8
"621","Costa Rica",1997,14.8
"622","Costa Rica",1998,14.5
"623","Costa Rica",1999,13.8
"624","Costa Rica",2000,12.9
"625","Costa Rica",2001,12.2
"626","Costa Rica",2002,11.7
"627","Costa Rica",2003,11.2
"628","Costa Rica",2004,10.8
"629","Costa Rica",2005,10.5
"630","Costa Rica",2006,10.4
"631","Costa Rica",2007,10.4
"632","Costa Rica",2008,10.4
"633","Costa Rica",2009,10.2
"634","Costa Rica",2010,10
"635","Costa Rica",2011,9.9
"636","Costa Rica",2012,9.8
"637","Costa Rica",2013,9.7
"638","Costa Rica",2014,9.5
"639","Costa Rica",2015,9.4
"640","Costa Rica",2016,9.2
"641","Croatia",1985,18.2
"642","Croatia",1986,17
"643","Croatia",1987,15.8
"644","Croatia",1988,14.7
"645","Croatia",1989,13.7
"646","Croatia",1990,12.8
"647","Croatia",1991,12.1
"648","Croatia",1992,11.4
"649","Croatia",1993,10.9
"650","Croatia",1994,10.4
"651","Croatia",1995,10
"652","Croatia",1996,9.6
"653","Croatia",1997,9.3
"654","Croatia",1998,8.9
"655","Croatia",1999,8.6
"656","Croatia",2000,8.3
"657","Croatia",2001,8
"658","Croatia",2002,7.7
"659","Croatia",2003,7.4
"660","Croatia",2004,7
"661","Croatia",2005,6.7
"662","Croatia",2006,6.4
"663","Croatia",2007,6.2
"664","Croatia",2008,5.9
"665","Croatia",2009,5.7
"666","Croatia",2010,5.5
"667","Croatia",2011,5.3
"668","Croatia",2012,5.2
"669","Croatia",2013,5
"670","Croatia",2014,4.9
"671","Croatia",2015,4.8
"672","Croatia",2016,4.7
"673","Cuba",1985,18.4
"674","Cuba",1986,17.4
"675","Cuba",1987,16.4
"676","Cuba",1988,15.2
"677","Cuba",1989,14.2
"678","Cuba",1990,13.2
"679","Cuba",1991,12.4
"680","Cuba",1992,11.7
"681","Cuba",1993,11.2
"682","Cuba",1994,10.9
"683","Cuba",1995,10.7
"684","Cuba",1996,10.4
"685","Cuba",1997,9.8
"686","Cuba",1998,9.1
"687","Cuba",1999,8.5
"688","Cuba",2000,8.1
"689","Cuba",2001,7.8
"690","Cuba",2002,7.7
"691","Cuba",2003,7.7
"692","Cuba",2004,7.5
"693","Cuba",2005,7.2
"694","Cuba",2006,6.9
"695","Cuba",2007,6.6
"696","Cuba",2008,6.4
"697","Cuba",2009,6.2
"698","Cuba",2010,6
"699","Cuba",2011,5.9
"700","Cuba",2012,5.8
"701","Cuba",2013,5.7
"702","Cuba",2014,5.7
"703","Cuba",2015,5.6
"704","Cuba",2016,5.5
"705","Cyprus",1985,13.5
"706","Cyprus",1986,12.5
"707","Cyprus",1987,11.9
"708","Cyprus",1988,11.5
"709","Cyprus",1989,11.3
"710","Cyprus",1990,11.1
"711","Cyprus",1991,10.8
"712","Cyprus",1992,10.5
"713","Cyprus",1993,10
"714","Cyprus",1994,9.6
"715","Cyprus",1995,9
"716","Cyprus",1996,8.5
"717","Cyprus",1997,8
"718","Cyprus",1998,7.5
"719","Cyprus",1999,7.1
"720","Cyprus",2000,6.6
"721","Cyprus",2001,6.2
"722","Cyprus",2002,5.8
"723","Cyprus",2003,5.5
"724","Cyprus",2004,5.1
"725","Cyprus",2005,4.8
"726","Cyprus",2006,4.6
"727","Cyprus",2007,4.3
"728","Cyprus",2008,4.1
"729","Cyprus",2009,3.8
"730","Cyprus",2010,3.6
"731","Cyprus",2011,3.5
"732","Cyprus",2012,3.3
"733","Cyprus",2013,3.1
"734","Cyprus",2014,3
"735","Cyprus",2015,2.9
"736","Cyprus",2016,2.8
"737","Czech Republic",1985,14.2
