"","Country","Year","male_life_expectancy"
"1","Albania",1985,68.92
"2","Albania",1986,69.04
"3","Albania",1987,69.12
"4","Albania",1988,69.145
"5","Albania",1989,69.122
"6","Albania",1990,69.07
"7","Albania",1991,69.017
"8","Albania",1992,68.997
"9","Albania",1993,69.037
"10","Albania",1994,69.15
"11","Albania",1995,69.347
"12","Albania",1996,69.631
"13","Albania",1997,69.982
"14","Albania",1998,70.376
"15","Albania",1999,70.797
"16","Albania",2000,71.215
"17","Albania",2001,71.6
"18","Albania",2002,71.937
"19","Albania",2003,72.223
"20","Albania",2004,72.461
"21","Albania",2005,72.678
"22","Albania",2006,72.911
"23","Albania",2007,73.192
"24","Albania",2008,73.539
"25","Albania",2009,73.95
"26","Albania",2010,74.404
"27","Albania",2011,74.867
"28","Albania",2012,75.299
"29","Albania",2013,75.671
"30","Albania",2014,75.974
"31","Albania",2015,76.209
"32","Albania",2016,76.389
"33","Antigua and Barbuda",1985,67.409
"34","Antigua and Barbuda",1986,67.665
"35","Antigua and Barbuda",1987,67.918
"36","Antigua and Barbuda",1988,68.169
"37","Antigua and Barbuda",1989,68.416
"38","Antigua and Barbuda",1990,68.661
"39","Antigua and Barbuda",1991,68.904
"40","Antigua and Barbuda",1992,69.143
"41","Antigua and Barbuda",1993,69.38
"42","Antigua and Barbuda",1994,69.613
"43","Antigua and Barbuda",1995,69.845
"44","Antigua and Barbuda",1996,70.073
"45","Antigua and Barbuda",1997,70.3
"46","Antigua and Barbuda",1998,70.525
"47","Antigua and Barbuda",1999,70.747
"48","Antigua and Barbuda",2000,70.969
"49","Antigua and Barbuda",2001,71.191
"50","Antigua and Barbuda",2002,71.413
"51","Antigua and Barbuda",2003,71.633
"52","Antigua and Barbuda",2004,71.852
"53","Antigua and Barbuda",2005,72.063
"54","Antigua and Barbuda",2006,72.265
"55","Antigua and Barbuda",2007,72.454
"56","Antigua and Barbuda",2008,72.63
"57","Antigua and Barbuda",2009,72.793
"58","Antigua and Barbuda",2010,72.945
"59","Antigua and Barbuda",2011,73.091
"60","Antigua and Barbuda",2012,73.234
"61","Antigua and Barbuda",2013,73.38
"62","Antigua and Barbuda",2014,73.528
"63","Antigua and Barbuda",2015,73.681
"64","Antigua and Barbuda",2016,73.838
"65","Argentina",1985,67.227
"66","Argentina",1986,67.382
"67","Argentina",1987,67.538
"68","Argentina",1988,67.702
"69","Argentina",1989,67.879
"70","Argentina",1990,68.07
"71","Argentina",1991,68.275
"72","Argentina",1992,68.487
"73","Argentina",1993,68.702
"74","Argentina",1994,68.917
"75","Argentina",1995,69.13
"76","Argentina",1996,69.341
"77","Argentina",1997,69.55
"78","Argentina",1998,69.755
"79","Argentina",1999,69.955
"80","Argentina",2000,70.148
"81","Argentina",2001,70.333
"82","Argentina",2002,70.507
"83","Argentina",2003,70.672
"84","Argentina",2004,70.83
"85","Argentina",2005,70.981
"86","Argentina",2006,71.128
"87","Argentina",2007,71.274
"88","Argentina",2008,71.423
"89","Argentina",2009,71.575
"90","Argentina",2010,71.733
"91","Argentina",2011,71.896
"92","Argentina",2012,72.065
"93","Argentina",2013,72.237
"94","Argentina",2014,72.414
"95","Argentina",2015,72.594
"96","Argentina",2016,72.777
"97","Armenia",1985,66.88
"98","Armenia",1986,66.476
"99","Armenia",1987,66.03
"100","Armenia",1988,65.586
"101","Armenia",1989,65.18
"102","Armenia",1990,64.86
"103","Armenia",1991,64.67
"104","Armenia",1992,64.627
"105","Armenia",1993,64.732
"106","Armenia",1994,64.983
"107","Armenia",1995,65.37
"108","Armenia",1996,65.868
"109","Armenia",1997,66.433
"110","Armenia",1998,67.015
"111","Armenia",1999,67.579
"112","Armenia",2000,68.086
"113","Armenia",2001,68.501
"114","Armenia",2002,68.824
"115","Armenia",2003,69.06
"116","Armenia",2004,69.214
"117","Armenia",2005,69.31
"118","Armenia",2006,69.381
"119","Armenia",2007,69.463
"120","Armenia",2008,69.582
"121","Armenia",2009,69.749
"122","Armenia",2010,69.961
"123","Armenia",2011,70.205
"124","Armenia",2012,70.455
"125","Armenia",2013,70.689
"126","Armenia",2014,70.903
"127","Armenia",2015,71.094
"128","Armenia",2016,71.265
"129","Aruba",1985,70.757
"130","Aruba",1986,70.814
"131","Aruba",1987,70.851
"132","Aruba",1988,70.886
"133","Aruba",1989,70.924
"134","Aruba",1990,70.969
"135","Aruba",1991,71.018
"136","Aruba",1992,71.062
"137","Aruba",1993,71.098
"138","Aruba",1994,71.126
"139","Aruba",1995,71.148
"140","Aruba",1996,71.168
"141","Aruba",1997,71.19
"142","Aruba",1998,71.219
"143","Aruba",1999,71.259
"144","Aruba",2000,71.312
"145","Aruba",2001,71.382
"146","Aruba",2002,71.469
"147","Aruba",2003,71.572
"148","Aruba",2004,71.688
"149","Aruba",2005,71.816
"150","Aruba",2006,71.952
"151","Aruba",2007,72.093
"152","Aruba",2008,72.235
"153","Aruba",2009,72.377
"154","Aruba",2010,72.516
"155","Aruba",2011,72.654
"156","Aruba",2012,72.791
"157","Aruba",2013,72.929
"158","Aruba",2014,73.068
"159","Aruba",2015,73.208
"160","Aruba",2016,73.348
"161","Australia",1985,72.4
"162","Australia",1986,72.7
"163","Australia",1987,73.02
"164","Australia",1988,73.34
"165","Australia",1989,73.66
"166","Australia",1990,73.98
"167","Australia",1991,74.3
"168","Australia",1992,74.5
"169","Australia",1993,75
"170","Australia",1994,75
"171","Australia",1995,75
"172","Australia",1996,75.2
"173","Australia",1997,75.7
"174","Australia",1998,75.9
"175","Australia",1999,76.2
"176","Australia",2000,76.6
"177","Australia",2001,77
"178","Australia",2002,77.4
"179","Australia",2003,77.8
"180","Australia",2004,78.1
"181","Australia",2005,78.5
"182","Australia",2006,78.7
"183","Australia",2007,79
"184","Australia",2008,79.2
"185","Australia",2009,79.3
"186","Australia",2010,79.5
"187","Australia",2011,79.7
"188","Australia",2012,79.9
"189","Australia",2013,80.1
"190","Australia",2014,80.3
"191","Australia",2015,80.4
"192","Australia",2016,80.5
"193","Austria",1985,70.4
"194","Austria",1986,71
"195","Austria",1987,71.5
"196","Austria",1988,71.9
"197","Austria",1989,71.9
"198","Austria",1990,72.3
"199","Austria",1991,72.3
"200","Austria",1992,72.5
"201","Austria",1993,72.8
"202","Austria",1994,73.2
"203","Austria",1995,73.4
"204","Austria",1996,73.7
"205","Austria",1997,74.1
"206","Austria",1998,74.5
"207","Austria",1999,74.9
"208","Austria",2000,75.2
"209","Austria",2001,75.6
"210","Austria",2002,75.8
"211","Austria",2003,75.9
"212","Austria",2004,76.4
"213","Austria",2005,76.6
"214","Austria",2006,77.1
"215","Austria",2007,77.4
"216","Austria",2008,77.7
"217","Austria",2009,77.6
"218","Austria",2010,77.8
"219","Austria",2011,78.3
"220","Austria",2012,78.4
"221","Austria",2013,78.6
"222","Austria",2014,79.1
"223","Austria",2015,78.8
"224","Austria",2016,78.5
"225","Azerbaijan",1985,61.26
"226","Azerbaijan",1986,61.329
"227","Azerbaijan",1987,61.291
"228","Azerbaijan",1988,61.149
"229","Azerbaijan",1989,60.925
"230","Azerbaijan",1990,60.676
"231","Azerbaijan",1991,60.478
"232","Azerbaijan",1992,60.398
"233","Azerbaijan",1993,60.476
"234","Azerbaijan",1994,60.725
"235","Azerbaijan",1995,61.124
"236","Azerbaijan",1996,61.629
"237","Azerbaijan",1997,62.172
"238","Azerbaijan",1998,62.698
"239","Azerbaijan",1999,63.184
"240","Azerbaijan",2000,63.625
"241","Azerbaijan",2001,64.032
"242","Azerbaijan",2002,64.435
"243","Azerbaijan",2003,64.855
"244","Azerbaijan",2004,65.291
"245","Azerbaijan",2005,65.741
"246","Azerbaijan",2006,66.201
"247","Azerbaijan",2007,66.655
"248","Azerbaijan",2008,67.091
"249","Azerbaijan",2009,67.498
"250","Azerbaijan",2010,67.863
"251","Azerbaijan",2011,68.175
"252","Azerbaijan",2012,68.433
"253","Azerbaijan",2013,68.638
"254","Azerbaijan",2014,68.795
"255","Azerbaijan",2015,68.913
"256","Azerbaijan",2016,69.002
"257","Bahrain",1985,70.182
"258","Bahrain",1986,70.46
"259","Bahrain",1987,70.718
"260","Bahrain",1988,70.963
"261","Bahrain",1989,71.201
"262","Bahrain",1990,71.435
"263","Bahrain",1991,71.667
"264","Bahrain",1992,71.895
"265","Bahrain",1993,72.119
"266","Bahrain",1994,72.34
"267","Bahrain",1995,72.56
"268","Bahrain",1996,72.782
"269","Bahrain",1997,73.006
"270","Bahrain",1998,73.229
"271","Bahrain",1999,73.452
"272","Bahrain",2000,73.669
"273","Bahrain",2001,73.877
"274","Bahrain",2002,74.072
"275","Bahrain",2003,74.253
"276","Bahrain",2004,74.42
"277","Bahrain",2005,74.574
"278","Bahrain",2006,74.719
"279","Bahrain",2007,74.857
"280","Bahrain",2008,74.994
"281","Bahrain",2009,75.131
"282","Bahrain",2010,75.268
"283","Bahrain",2011,75.405
"284","Bahrain",2012,75.541
"285","Bahrain",2013,75.674
"286","Bahrain",2014,75.804
"287","Bahrain",2015,75.933
"288","Bahrain",2016,76.061
"289","Barbados",1985,67.743
"290","Barbados",1986,67.996
"291","Barbados",1987,68.243
"292","Barbados",1988,68.484
"293","Barbados",1989,68.72
"294","Barbados",1990,68.95
"295","Barbados",1991,69.177
"296","Barbados",1992,69.4
"297","Barbados",1993,69.618
"298","Barbados",1994,69.832
"299","Barbados",1995,70.04
"300","Barbados",1996,70.241
"301","Barbados",1997,70.433
"302","Barbados",1998,70.617
"303","Barbados",1999,70.792
"304","Barbados",2000,70.96
"305","Barbados",2001,71.121
"306","Barbados",2002,71.279
"307","Barbados",2003,71.434
"308","Barbados",2004,71.589
"309","Barbados",2005,71.744
"310","Barbados",2006,71.899
"311","Barbados",2007,72.054
"312","Barbados",2008,72.21
"313","Barbados",2009,72.365
"314","Barbados",2010,72.521
"315","Barbados",2011,72.676
"316","Barbados",2012,72.831
"317","Barbados",2013,72.986
"318","Barbados",2014,73.14
"319","Barbados",2015,73.294
"320","Barbados",2016,73.448
"321","Belarus",1985,66.7
"322","Belarus",1986,67.33
"323","Belarus",1987,66.6
"324","Belarus",1988,67
"325","Belarus",1989,66.8
"326","Belarus",1990,66.3
"327","Belarus",1991,65.5
"328","Belarus",1992,64.9
"329","Belarus",1993,63.8
"330","Belarus",1994,63.5
"331","Belarus",1995,62.9
"332","Belarus",1996,63
"333","Belarus",1997,62.9
"334","Belarus",1998,62.7
"335","Belarus",1999,62.2
"336","Belarus",2000,63.4
"337","Belarus",2001,62.8
"338","Belarus",2002,62.3
"339","Belarus",2003,62.7
"340","Belarus",2004,63.2
"341","Belarus",2005,62.9
"342","Belarus",2006,63.6
"343","Belarus",2007,64.5
"344","Belarus",2008,64.7
"345","Belarus",2009,64.7
"346","Belarus",2010,64.6
"347","Belarus",2011,64.7
"348","Belarus",2012,66.6
"349","Belarus",2013,67.3
"350","Belarus",2014,67.8
"351","Belarus",2015,68.6
"352","Belarus",2016,68.9
"353","Belgium",1985,71.13
"354","Belgium",1986,71.4
"355","Belgium",1987,72
"356","Belgium",1988,72.2
"357","Belgium",1989,72.34
"358","Belgium",1990,72.73
"359","Belgium",1991,72.88
"360","Belgium",1992,73
"361","Belgium",1993,72.96
"362","Belgium",1994,73.36
"363","Belgium",1995,73.47
"364","Belgium",1996,73.88
"365","Belgium",1997,74.2
"366","Belgium",1998,74.4
"367","Belgium",1999,74.4
"368","Belgium",2000,74.6
"369","Belgium",2001,74.9
"370","Belgium",2002,75.1
"371","Belgium",2003,75.3
"372","Belgium",2004,76
"373","Belgium",2005,76.2
"374","Belgium",2006,76.6
"375","Belgium",2007,77.1
"376","Belgium",2008,76.9
"377","Belgium",2009,77.4
"378","Belgium",2010,77.5
"379","Belgium",2011,78
"380","Belgium",2012,77.8
"381","Belgium",2013,78.1
"382","Belgium",2014,78.8
"383","Belgium",2015,78.7
"384","Belgium",2016,78.7
"385","Belize",1985,69.226
"386","Belize",1986,69.371
"387","Belize",1987,69.434
"388","Belize",1988,69.41
"389","Belize",1989,69.298
"390","Belize",1990,69.093
"391","Belize",1991,68.791
"392","Belize",1992,68.411
"393","Belize",1993,67.978
"394","Belize",1994,67.518
"395","Belize",1995,67.06
"396","Belize",1996,66.632
"397","Belize",1997,66.256
"398","Belize",1998,65.95
"399","Belize",1999,65.73
"400","Belize",2000,65.614
"401","Belize",2001,65.609
"402","Belize",2002,65.699
"403","Belize",2003,65.862
"404","Belize",2004,66.078
"405","Belize",2005,66.32
"406","Belize",2006,66.555
"407","Belize",2007,66.763
"408","Belize",2008,66.928
"409","Belize",2009,67.046
"410","Belize",2010,67.123
"411","Belize",2011,67.177
"412","Belize",2012,67.235
"413","Belize",2013,67.316
"414","Belize",2014,67.428
"415","Belize",2015,67.57
"416","Belize",2016,67.736
"417","Bosnia and Herzegovina",1985,68.755
"418","Bosnia and Herzegovina",1986,68.849
"419","Bosnia and Herzegovina",1987,68.741
"420","Bosnia and Herzegovina",1988,68.428
"421","Bosnia and Herzegovina",1989,67.952
"422","Bosnia and Herzegovina",1990,67.432
"423","Bosnia and Herzegovina",1991,67.025
"424","Bosnia and Herzegovina",1992,66.86
"425","Bosnia and Herzegovina",1993,67.014
"426","Bosnia and Herzegovina",1994,67.49
"427","Bosnia and Herzegovina",1995,68.23
"428","Bosnia and Herzegovina",1996,69.121
"429","Bosnia and Herzegovina",1997,70.008
"430","Bosnia and Herzegovina",1998,70.77
"431","Bosnia and Herzegovina",1999,71.356
"432","Bosnia and Herzegovina",2000,71.751
"433","Bosnia and Herzegovina",2001,71.979
"434","Bosnia and Herzegovina",2002,72.119
"435","Bosnia and Herzegovina",2003,72.237
"436","Bosnia and Herzegovina",2004,72.355
"437","Bosnia and Herzegovina",2005,72.489
"438","Bosnia and Herzegovina",2006,72.641
"439","Bosnia and Herzegovina",2007,72.8
"440","Bosnia and Herzegovina",2008,72.958
"441","Bosnia and Herzegovina",2009,73.118
"442","Bosnia and Herzegovina",2010,73.283
"443","Bosnia and Herzegovina",2011,73.452
"444","Bosnia and Herzegovina",2012,73.626
"445","Bosnia and Herzegovina",2013,73.804
"446","Bosnia and Herzegovina",2014,73.986
"447","Bosnia and Herzegovina",2015,74.172
"448","Bosnia and Herzegovina",2016,74.361
"449","Brazil",1985,60.205
"450","Brazil",1986,60.479
"451","Brazil",1987,60.759
"452","Brazil",1988,61.047
"453","Brazil",1989,61.349
"454","Brazil",1990,61.673
"455","Brazil",1991,62.03
"456","Brazil",1992,62.424
"457","Brazil",1993,62.855
"458","Brazil",1994,63.32
"459","Brazil",1995,63.809
"460","Brazil",1996,64.314
"461","Brazil",1997,64.82
"462","Brazil",1998,65.317
"463","Brazil",1999,65.796
"464","Brazil",2000,66.252
"465","Brazil",2001,66.685
"466","Brazil",2002,67.098
"467","Brazil",2003,67.498
"468","Brazil",2004,67.886
"469","Brazil",2005,68.266
"470","Brazil",2006,68.643
"471","Brazil",2007,69.019
"472","Brazil",2008,69.395
"473","Brazil",2009,69.767
"474","Brazil",2010,70.132
"475","Brazil",2011,70.481
"476","Brazil",2012,70.808
"477","Brazil",2013,71.11
"478","Brazil",2014,71.388
"479","Brazil",2015,71.644
"480","Brazil",2016,71.883
"481","Bulgaria",1985,68.15
"482","Bulgaria",1986,68.56
"483","Bulgaria",1987,68.4
"484","Bulgaria",1988,68.38
"485","Bulgaria",1989,68.42
"486","Bulgaria",1990,68.3
"487","Bulgaria",1991,68.4
"488","Bulgaria",1992,68.07
"489","Bulgaria",1993,67.62
"490","Bulgaria",1994,67.36
"491","Bulgaria",1995,67.39
"492","Bulgaria",1996,67.39
"493","Bulgaria",1997,67
"494","Bulgaria",1998,67.5
"495","Bulgaria",1999,67.9
"496","Bulgaria",2000,68.2
"497","Bulgaria",2001,68.5
"498","Bulgaria",2002,68.5
"499","Bulgaria",2003,68.7
"500","Bulgaria",2004,69.1
"501","Bulgaria",2005,69
"502","Bulgaria",2006,69.1
"503","Bulgaria",2007,69.2
"504","Bulgaria",2008,69.5
"505","Bulgaria",2009,69.9
"506","Bulgaria",2010,70
"507","Bulgaria",2011,70.7
"508","Bulgaria",2012,70.9
"509","Bulgaria",2013,71.3
"510","Bulgaria",2014,71.1
"511","Bulgaria",2015,71.2
"512","Bulgaria",2016,71.2
"513","Cabo Verde",1985,61.57
"514","Cabo Verde",1986,61.896
"515","Cabo Verde",1987,62.223
"516","Cabo Verde",1988,62.543
"517","Cabo Verde",1989,62.861
"518","Cabo Verde",1990,63.18
"519","Cabo Verde",1991,63.506
"520","Cabo Verde",1992,63.844
"521","Cabo Verde",1993,64.202
"522","Cabo Verde",1994,64.587
"523","Cabo Verde",1995,65.019
"524","Cabo Verde",1996,65.518
"525","Cabo Verde",1997,66.084
"526","Cabo Verde",1998,66.705
"527","Cabo Verde",1999,67.358
"528","Cabo Verde",2000,68.006
"529","Cabo Verde",2001,68.602
"530","Cabo Verde",2002,69.109
"531","Cabo Verde",2003,69.505
"532","Cabo Verde",2004,69.78
"533","Cabo Verde",2005,69.939
"534","Cabo Verde",2006,70.002
"535","Cabo Verde",2007,70.008
"536","Cabo Verde",2008,69.994
"537","Cabo Verde",2009,69.984
"538","Cabo Verde",2010,69.996
"539","Cabo Verde",2011,70.041
"540","Cabo Verde",2012,70.116
"541","Cabo Verde",2013,70.218
"542","Cabo Verde",2014,70.347
"543","Cabo Verde",2015,70.502
"544","Cabo Verde",2016,70.676
"545","Canada",1985,73.04
"546","Canada",1986,73.24
"547","Canada",1987,73.52
"548","Canada",1988,73.58
"549","Canada",1989,73.89
"550","Canada",1990,74.26
"551","Canada",1991,74.49
"552","Canada",1992,74.75
"553","Canada",1993,74.69
"554","Canada",1994,74.94
"555","Canada",1995,75.08
"556","Canada",1996,75.45
"557","Canada",1997,75.7
"558","Canada",1998,75.96
"559","Canada",1999,76.2
"560","Canada",2000,76.7
"561","Canada",2001,77
"562","Canada",2002,77.2
"563","Canada",2003,77.4
"564","Canada",2004,77.8
"565","Canada",2005,78
"566","Canada",2006,78
"567","Canada",2007,78.3
"568","Canada",2008,78.5
"569","Canada",2009,78.8
"570","Canada",2010,79.1
"571","Canada",2011,79.4
"572","Canada",2012,79.564
"573","Canada",2013,79.794
"574","Canada",2014,80.015
"575","Canada",2015,80.23
"576","Canada",2016,80.441
"577","Chile",1985,68.442
"578","Chile",1986,68.898
"579","Chile",1987,69.336
"580","Chile",1988,69.761
"581","Chile",1989,70.174
"582","Chile",1990,70.575
"583","Chile",1991,70.962
"584","Chile",1992,71.33
"585","Chile",1993,71.677
"586","Chile",1994,72.004
"587","Chile",1995,72.314
"588","Chile",1996,72.611
"589","Chile",1997,72.897
"590","Chile",1998,73.176
"591","Chile",1999,73.449
"592","Chile",2000,73.713
"593","Chile",2001,73.968
"594","Chile",2002,74.209
"595","Chile",2003,74.435
"596","Chile",2004,74.647
"597","Chile",2005,74.845
"598","Chile",2006,75.029
"599","Chile",2007,75.203
"600","Chile",2008,75.371
"601","Chile",2009,75.537
"602","Chile",2010,75.706
"603","Chile",2011,75.883
"604","Chile",2012,76.071
"605","Chile",2013,76.271
"606","Chile",2014,76.484
"607","Chile",2015,76.708
"608","Chile",2016,76.941
"609","Colombia",1985,64.166
"610","Colombia",1986,64.289
"611","Colombia",1987,64.357
"612","Colombia",1988,64.384
"613","Colombia",1989,64.39
"614","Colombia",1990,64.405
"615","Colombia",1991,64.464
"616","Colombia",1992,64.589
"617","Colombia",1993,64.791
"618","Colombia",1994,65.073
"619","Colombia",1995,65.424
"620","Colombia",1996,65.823
"621","Colombia",1997,66.235
"622","Colombia",1998,66.633
"623","Colombia",1999,67.003
"624","Colombia",2000,67.337
"625","Colombia",2001,67.636
"626","Colombia",2002,67.911
"627","Colombia",2003,68.173
"628","Colombia",2004,68.423
"629","Colombia",2005,68.662
"630","Colombia",2006,68.89
"631","Colombia",2007,69.109
"632","Colombia",2008,69.319
"633","Colombia",2009,69.522
"634","Colombia",2010,69.719
"635","Colombia",2011,69.913
"636","Colombia",2012,70.102
"637","Colombia",2013,70.29
"638","Colombia",2014,70.477
"639","Colombia",2015,70.664
"640","Colombia",2016,70.851
"641","Costa Rica",1985,71.831
"642","Costa Rica",1986,72.138
"643","Costa Rica",1987,72.411
"644","Costa Rica",1988,72.658
"645","Costa Rica",1989,72.888
"646","Costa Rica",1990,73.106
"647","Costa Rica",1991,73.319
"648","Costa Rica",1992,73.529
"649","Costa Rica",1993,73.739
"650","Costa Rica",1994,73.95
"651","Costa Rica",1995,74.163
"652","Costa Rica",1996,74.374
"653","Costa Rica",1997,74.579
"654","Costa Rica",1998,74.774
"655","Costa Rica",1999,74.959
"656","Costa Rica",2000,75.13
"657","Costa Rica",2001,75.286
"658","Costa Rica",2002,75.428
"659","Costa Rica",2003,75.559
"660","Costa Rica",2004,75.68
"661","Costa Rica",2005,75.793
"662","Costa Rica",2006,75.9
"663","Costa Rica",2007,76.003
"664","Costa Rica",2008,76.107
"665","Costa Rica",2009,76.217
"666","Costa Rica",2010,76.338
"667","Costa Rica",2011,76.477
"668","Costa Rica",2012,76.635
"669","Costa Rica",2013,76.814
"670","Costa Rica",2014,77.011
"671","Costa Rica",2015,77.225
"672","Costa Rica",2016,77.451
"673","Croatia",1985,67.13
"674","Croatia",1986,67.78
"675","Croatia",1987,67.88
"676","Croatia",1988,67.82
"677","Croatia",1989,68.23
"678","Croatia",1990,68.59
"679","Croatia",1991,68.6
"680","Croatia",1992,66.9
"681","Croatia",1993,67.22
"682","Croatia",1994,67.54
"683","Croatia",1995,67.86
"684","Croatia",1996,68.18
"685","Croatia",1997,68.3
"686","Croatia",1998,68.6
"687","Croatia",1999,68.92
"688","Croatia",2000,69.12
"689","Croatia",2001,71.03
"690","Croatia",2002,71.21
"691","Croatia",2003,71.17
"692","Croatia",2004,72.13
"693","Croatia",2005,71.83
"694","Croatia",2006,72.51
"695","Croatia",2007,72.33
"696","Croatia",2008,72.4
"697","Croatia",2009,72.9
"698","Croatia",2010,73.5
"699","Croatia",2011,73.8
"700","Croatia",2012,73.9
"701","Croatia",2013,74.2
"702","Croatia",2014,74.6
"703","Croatia",2015,74.3
"704","Croatia",2016,74.9
"705","Cuba",1985,72.806
"706","Cuba",1986,72.823
"707","Cuba",1987,72.816
"708","Cuba",1988,72.8
"709","Cuba",1989,72.787
"710","Cuba",1990,72.796
"711","Cuba",1991,72.843
"712","Cuba",1992,72.935
"713","Cuba",1993,73.076
"714","Cuba",1994,73.263
"715","Cuba",1995,73.489
"716","Cuba",1996,73.741
"717","Cuba",1997,74.001
"718","Cuba",1998,74.256
"719","Cuba",1999,74.501
"720","Cuba",2000,74.737
"721","Cuba",2001,74.974
"722","Cuba",2002,75.221
"723","Cuba",2003,75.482
"724","Cuba",2004,75.752
"725","Cuba",2005,76.018
"726","Cuba",2006,76.264
"727","Cuba",2007,76.478
"728","Cuba",2008,76.653
"729","Cuba",2009,76.792
"730","Cuba",2010,76.903
"731","Cuba",2011,77.002
"732","Cuba",2012,77.107
"733","Cuba",2013,77.23
"734","Cuba",2014,77.378
"735","Cuba",2015,77.552
