"","Country","Year","male_life_expectancy"
"736","Cuba",2016,77.748
"737","Cyprus",1985,73.691
"738","Cyprus",1986,73.863
"739","Cyprus",1987,74.03
"740","Cyprus",1988,74.194
"741","Cyprus",1989,74.355
"742","Cyprus",1990,74.512
"743","Cyprus",1991,74.667
"744","Cyprus",1992,74.819
"745","Cyprus",1993,74.969
"746","Cyprus",1994,75.116
"747","Cyprus",1995,75.261
"748","Cyprus",1996,75.403
"749","Cyprus",1997,75.542
"750","Cyprus",1998,75.678
"751","Cyprus",1999,75.81
"752","Cyprus",2000,75.939
"753","Cyprus",2001,76.063
"754","Cyprus",2002,76.182
"755","Cyprus",2003,76.299
"756","Cyprus",2004,76.416
"757","Cyprus",2005,76.535
"758","Cyprus",2006,76.658
"759","Cyprus",2007,76.79
"760","Cyprus",2008,76.931
"761","Cyprus",2009,77.082
"762","Cyprus",2010,77.243
"763","Cyprus",2011,77.414
"764","Cyprus",2012,77.593
"765","Cyprus",2013,77.776
"766","Cyprus",2014,77.964
"767","Cyprus",2015,78.153
"768","Cyprus",2016,78.345
"769","Czech Republic",1985,67.5
"770","Czech Republic",1986,67.49
"771","Czech Republic",1987,67.87
"772","Czech Republic",1988,68.1
"773","Czech Republic",1989,68.1
"774","Czech Republic",1990,67.54
"775","Czech Republic",1991,68.23
"776","Czech Republic",1992,68.54
"777","Czech Republic",1993,69.28
"778","Czech Republic",1994,69.48
"779","Czech Republic",1995,69.67
"780","Czech Republic",1996,70.3
"781","Czech Republic",1997,70.42
"782","Czech Republic",1998,71.1
"783","Czech Republic",1999,71.4
"784","Czech Republic",2000,71.7
"785","Czech Republic",2001,72.1
"786","Czech Republic",2002,72.1
"787","Czech Republic",2003,72
"788","Czech Republic",2004,72.6
"789","Czech Republic",2005,72.9
"790","Czech Republic",2006,73.5
"791","Czech Republic",2007,73.7
"792","Czech Republic",2008,74
"793","Czech Republic",2009,74.2
"794","Czech Republic",2010,74.4
"795","Czech Republic",2011,74.8
"796","Czech Republic",2012,75.1
"797","Czech Republic",2013,75.2
"798","Czech Republic",2014,75.8
"799","Czech Republic",2015,75.7
"800","Czech Republic",2016,75.6
"801","Denmark",1985,71.53
"802","Denmark",1986,71.77
"803","Denmark",1987,71.74
"804","Denmark",1988,72.04
"805","Denmark",1989,71.99
"806","Denmark",1990,72.02
"807","Denmark",1991,72.47
"808","Denmark",1992,72.56
"809","Denmark",1993,72.59
"810","Denmark",1994,72.78
"811","Denmark",1995,72.72
"812","Denmark",1996,73.05
"813","Denmark",1997,73.55
"814","Denmark",1998,73.7
"815","Denmark",1999,74
"816","Denmark",2000,74.3
"817","Denmark",2001,74.5
"818","Denmark",2002,74.7
"819","Denmark",2003,74.9
"820","Denmark",2004,75.2
"821","Denmark",2005,75.6
"822","Denmark",2006,75.9
"823","Denmark",2007,76
"824","Denmark",2008,76.3
"825","Denmark",2009,76.5
"826","Denmark",2010,77.1
"827","Denmark",2011,77.8
"828","Denmark",2012,78.1
"829","Denmark",2013,78.3
"830","Denmark",2014,78.7
"831","Denmark",2015,78.8
"832","Denmark",2016,78.9
"833","Dominica",1987,70.5
"834","Dominica",1988,70.9300000000001
"835","Dominica",1989,71.21
"836","Dominica",1990,71.49
"837","Dominica",1991,71.77
"838","Dominica",1992,72
"839","Dominica",1993,72.33
"840","Dominica",1994,72.61
"841","Dominica",1995,72.89
"842","Dominica",1996,73.1700000000001
"843","Dominica",1997,74
"844","Dominica",1998,73.73
"845","Dominica",1999,74.01
"846","Dominica",2000,74.29
"847","Dominica",2001,74.5700000000001
"848","Dominica",2002,74.5
"849","Ecuador",1985,63.989
"850","Ecuador",1986,64.55
"851","Ecuador",1987,65.096
"852","Ecuador",1988,65.622
"853","Ecuador",1989,66.122
"854","Ecuador",1990,66.59
"855","Ecuador",1991,67.024
"856","Ecuador",1992,67.427
"857","Ecuador",1993,67.802
"858","Ecuador",1994,68.151
"859","Ecuador",1995,68.48
"860","Ecuador",1996,68.794
"861","Ecuador",1997,69.097
"862","Ecuador",1998,69.394
"863","Ecuador",1999,69.685
"864","Ecuador",2000,69.971
"865","Ecuador",2001,70.248
"866","Ecuador",2002,70.512
"867","Ecuador",2003,70.76
"868","Ecuador",2004,70.995
"869","Ecuador",2005,71.217
"870","Ecuador",2006,71.43
"871","Ecuador",2007,71.639
"872","Ecuador",2008,71.846
"873","Ecuador",2009,72.056
"874","Ecuador",2010,72.269
"875","Ecuador",2011,72.489
"876","Ecuador",2012,72.712
"877","Ecuador",2013,72.939
"878","Ecuador",2014,73.169
"879","Ecuador",2015,73.402
"880","Ecuador",2016,73.636
"881","El Salvador",1985,53.753
"882","El Salvador",1986,54.774
"883","El Salvador",1987,55.894
"884","El Salvador",1988,57.05
"885","El Salvador",1989,58.193
"886","El Salvador",1990,59.268
"887","El Salvador",1991,60.233
"888","El Salvador",1992,61.077
"889","El Salvador",1993,61.796
"890","El Salvador",1994,62.385
"891","El Salvador",1995,62.853
"892","El Salvador",1996,63.218
"893","El Salvador",1997,63.519
"894","El Salvador",1998,63.791
"895","El Salvador",1999,64.052
"896","El Salvador",2000,64.319
"897","El Salvador",2001,64.594
"898","El Salvador",2002,64.873
"899","El Salvador",2003,65.151
"900","El Salvador",2004,65.432
"901","El Salvador",2005,65.716
"902","El Salvador",2006,66.007
"903","El Salvador",2007,66.3
"904","El Salvador",2008,66.594
"905","El Salvador",2009,66.887
"906","El Salvador",2010,67.178
"907","El Salvador",2011,67.465
"908","El Salvador",2012,67.746
"909","El Salvador",2013,68.02
"910","El Salvador",2014,68.287
"911","El Salvador",2015,68.547
"912","El Salvador",2016,68.801
"913","Estonia",1985,64.6
"914","Estonia",1986,65.5
"915","Estonia",1987,66.4
"916","Estonia",1988,66.6
"917","Estonia",1989,65.6
"918","Estonia",1990,64.5
"919","Estonia",1991,64.3
"920","Estonia",1992,63.4
"921","Estonia",1993,62.3
"922","Estonia",1994,60.5
"923","Estonia",1995,61.3
"924","Estonia",1996,64.1
"925","Estonia",1997,64.2
"926","Estonia",1998,63.7
"927","Estonia",1999,64.6
"928","Estonia",2000,65.1
"929","Estonia",2001,64.6
"930","Estonia",2002,65.1
"931","Estonia",2003,66
"932","Estonia",2004,66.3
"933","Estonia",2005,67.3
"934","Estonia",2006,67.35
"935","Estonia",2007,67.4
"936","Estonia",2008,68.6
"937","Estonia",2009,69.8
"938","Estonia",2010,70.6
"939","Estonia",2011,71.4
"940","Estonia",2012,71.4
"941","Estonia",2013,72.8
"942","Estonia",2014,72.4
"943","Estonia",2015,73.2
"944","Estonia",2016,73.2
"945","Fiji",1985,62.603
"946","Fiji",1986,62.818
"947","Fiji",1987,63.025
"948","Fiji",1988,63.225
"949","Fiji",1989,63.418
"950","Fiji",1990,63.605
"951","Fiji",1991,63.786
"952","Fiji",1992,63.961
"953","Fiji",1993,64.13
"954","Fiji",1994,64.295
"955","Fiji",1995,64.455
"956","Fiji",1996,64.61
"957","Fiji",1997,64.76
"958","Fiji",1998,64.905
"959","Fiji",1999,65.045
"960","Fiji",2000,65.18
"961","Fiji",2001,65.308
"962","Fiji",2002,65.431
"963","Fiji",2003,65.549
"964","Fiji",2004,65.665
"965","Fiji",2005,65.783
"966","Fiji",2006,65.908
"967","Fiji",2007,66.042
"968","Fiji",2008,66.188
"969","Fiji",2009,66.343
"970","Fiji",2010,66.505
"971","Fiji",2011,66.67
"972","Fiji",2012,66.833
"973","Fiji",2013,66.989
"974","Fiji",2014,67.136
"975","Fiji",2015,67.275
"976","Fiji",2016,67.407
"977","Finland",1985,70.14
"978","Finland",1986,70.56
"979","Finland",1987,70.67
"980","Finland",1988,70.66
"981","Finland",1989,70.88
"982","Finland",1990,70.94
"983","Finland",1991,71.33
"984","Finland",1992,71.67
"985","Finland",1993,72.11
"986","Finland",1994,72.82
"987","Finland",1995,72.79
"988","Finland",1996,73.03
"989","Finland",1997,73.42
"990","Finland",1998,73.52
"991","Finland",1999,73.74
"992","Finland",2000,74.1
"993","Finland",2001,74.6
"994","Finland",2002,74.9
"995","Finland",2003,75.1
"996","Finland",2004,75.3
"997","Finland",2005,75.5
"998","Finland",2006,75.8
"999","Finland",2007,75.8
"1000","Finland",2008,76.3
"1001","Finland",2009,76.5
"1002","Finland",2010,76.7
"1003","Finland",2011,77.3
"1004","Finland",2012,77.7
"1005","Finland",2013,78
"1006","Finland",2014,78.4
"1007","Finland",2015,78.7
"1008","Finland",2016,79
"1009","France",1985,71.3
"1010","France",1986,71.6
"1011","France",1987,71.8
"1012","France",1988,72.1
"1013","France",1989,72.3
"1014","France",1990,72.6
"1015","France",1991,72.8
"1016","France",1992,73.1
"1017","France",1993,73.3
"1018","France",1994,73.6
"1019","France",1995,73.8
"1020","France",1996,74.1
"1021","France",1997,74.5
"1022","France",1998,74.8
"1023","France",1999,75
"1024","France",2000,75.3
"1025","France",2001,75.5
"1026","France",2002,75.7
"1027","France",2003,75.7
"1028","France",2004,76.7
"1029","France",2005,76.7
"1030","France",2006,77.3
"1031","France",2007,77.6
"1032","France",2008,77.8
"1033","France",2009,78
"1034","France",2010,78.2
"1035","France",2011,78.7
"1036","France",2012,78.7
"1037","France",2013,79
"1038","France",2014,79.5
"1039","France",2015,79.2
"1040","France",2016,79.2
"1041","Georgia",1985,66.089
"1042","Georgia",1986,66.213
"1043","Georgia",1987,66.298
"1044","Georgia",1988,66.329
"1045","Georgia",1989,66.311
"1046","Georgia",1990,66.264
"1047","Georgia",1991,66.214
"1048","Georgia",1992,66.197
"1049","Georgia",1993,66.236
"1050","Georgia",1994,66.343
"1051","Georgia",1995,66.526
"1052","Georgia",1996,66.788
"1053","Georgia",1997,67.106
"1054","Georgia",1998,67.454
"1055","Georgia",1999,67.812
"1056","Georgia",2000,68.149
"1057","Georgia",2001,68.438
"1058","Georgia",2002,68.661
"1059","Georgia",2003,68.81
"1060","Georgia",2004,68.883
"1061","Georgia",2005,68.883
"1062","Georgia",2006,68.822
"1063","Georgia",2007,68.728
"1064","Georgia",2008,68.628
"1065","Georgia",2009,68.539
"1066","Georgia",2010,68.48
"1067","Georgia",2011,68.463
"1068","Georgia",2012,68.489
"1069","Georgia",2013,68.557
"1070","Georgia",2014,68.666
"1071","Georgia",2015,68.811
"1072","Georgia",2016,68.984
"1073","Germany",1985,70.92
"1074","Germany",1986,71.183
"1075","Germany",1987,71.427
"1076","Germany",1988,71.652
"1077","Germany",1989,71.859
"1078","Germany",1990,72.058
"1079","Germany",1991,72.1
"1080","Germany",1992,72.6
"1081","Germany",1993,72.7
"1082","Germany",1994,73.1
"1083","Germany",1995,73.3
"1084","Germany",1996,73.6
"1085","Germany",1997,74
"1086","Germany",1998,74.5
"1087","Germany",1999,74.8
"1088","Germany",2000,75
"1089","Germany",2001,75.5
"1090","Germany",2002,75.4
"1091","Germany",2003,75.6
"1092","Germany",2004,75.9
"1093","Germany",2005,76.2
"1094","Germany",2006,76.4
"1095","Germany",2007,76.9
"1096","Germany",2008,77.2
"1097","Germany",2009,77.3
"1098","Germany",2010,77.5
"1099","Germany",2011,77.9
"1100","Germany",2012,78.1
"1101","Germany",2013,78.1
"1102","Germany",2014,78.7
"1103","Germany",2015,78.3
"1104","Germany",2016,78.3
"1105","Greece",1985,71.879
"1106","Greece",1986,72.158
"1107","Greece",1987,72.484
"1108","Greece",1988,72.861
"1109","Greece",1989,74.2
"1110","Greece",1990,74.5
"1111","Greece",1991,74.6
"1112","Greece",1992,74.7
"1113","Greece",1993,75
"1114","Greece",1994,75.2
"1115","Greece",1995,75
"1116","Greece",1996,75.1
"1117","Greece",1997,75.6
"1118","Greece",1998,75.4
"1119","Greece",1999,75.5
"1120","Greece",2000,75.4
"1121","Greece",2001,75.9
"1122","Greece",2002,76.3
"1123","Greece",2003,76.5
"1124","Greece",2004,76.6
"1125","Greece",2005,76.8
"1126","Greece",2006,77
"1127","Greece",2007,77
"1128","Greece",2008,77.5
"1129","Greece",2009,77.7
"1130","Greece",2010,77.9
"1131","Greece",2011,78
"1132","Greece",2012,78
"1133","Greece",2013,78.7
"1134","Greece",2014,78.8
"1135","Greece",2015,78.5
"1136","Greece",2016,78.5
"1137","Grenada",1985,65.341
"1138","Grenada",1986,65.538
"1139","Grenada",1987,65.73
"1140","Grenada",1988,65.917
"1141","Grenada",1989,66.1
"1142","Grenada",1990,66.276
"1143","Grenada",1991,66.446
"1144","Grenada",1992,66.61
"1145","Grenada",1993,66.767
"1146","Grenada",1994,66.922
"1147","Grenada",1995,67.078
"1148","Grenada",1996,67.239
"1149","Grenada",1997,67.407
"1150","Grenada",1998,67.586
"1151","Grenada",1999,67.776
"1152","Grenada",2000,67.976
"1153","Grenada",2001,68.185
"1154","Grenada",2002,68.4
"1155","Grenada",2003,68.617
"1156","Grenada",2004,68.835
"1157","Grenada",2005,69.056
"1158","Grenada",2006,69.283
"1159","Grenada",2007,69.517
"1160","Grenada",2008,69.756
"1161","Grenada",2009,69.997
"1162","Grenada",2010,70.232
"1163","Grenada",2011,70.453
"1164","Grenada",2012,70.655
"1165","Grenada",2013,70.833
"1166","Grenada",2014,70.987
"1167","Grenada",2015,71.121
"1168","Grenada",2016,71.239
"1169","Guatemala",1985,57.385
"1170","Guatemala",1986,57.802
"1171","Guatemala",1987,58.222
"1172","Guatemala",1988,58.642
"1173","Guatemala",1989,59.064
"1174","Guatemala",1990,59.495
"1175","Guatemala",1991,59.945
"1176","Guatemala",1992,60.419
"1177","Guatemala",1993,60.919
"1178","Guatemala",1994,61.444
"1179","Guatemala",1995,61.987
"1180","Guatemala",1996,62.541
"1181","Guatemala",1997,63.096
"1182","Guatemala",1998,63.64
"1183","Guatemala",1999,64.162
"1184","Guatemala",2000,64.652
"1185","Guatemala",2001,65.1
"1186","Guatemala",2002,65.506
"1187","Guatemala",2003,65.875
"1188","Guatemala",2004,66.211
"1189","Guatemala",2005,66.528
"1190","Guatemala",2006,66.843
"1191","Guatemala",2007,67.169
"1192","Guatemala",2008,67.513
"1193","Guatemala",2009,67.877
"1194","Guatemala",2010,68.255
"1195","Guatemala",2011,68.633
"1196","Guatemala",2012,68.997
"1197","Guatemala",2013,69.335
"1198","Guatemala",2014,69.643
"1199","Guatemala",2015,69.922
"1200","Guatemala",2016,70.177
"1201","Guyana",1985,59.687
"1202","Guyana",1986,59.697
"1203","Guyana",1987,59.73
"1204","Guyana",1988,59.791
"1205","Guyana",1989,59.884
"1206","Guyana",1990,60.01
"1207","Guyana",1991,60.169
"1208","Guyana",1992,60.353
"1209","Guyana",1993,60.555
"1210","Guyana",1994,60.769
"1211","Guyana",1995,60.992
"1212","Guyana",1996,61.218
"1213","Guyana",1997,61.445
"1214","Guyana",1998,61.67
"1215","Guyana",1999,61.889
"1216","Guyana",2000,62.099
"1217","Guyana",2001,62.298
"1218","Guyana",2002,62.487
"1219","Guyana",2003,62.668
"1220","Guyana",2004,62.84
"1221","Guyana",2005,63.003
"1222","Guyana",2006,63.158
"1223","Guyana",2007,63.307
"1224","Guyana",2008,63.451
"1225","Guyana",2009,63.59
"1226","Guyana",2010,63.723
"1227","Guyana",2011,63.85
"1228","Guyana",2012,63.971
"1229","Guyana",2013,64.084
"1230","Guyana",2014,64.192
"1231","Guyana",2015,64.294
"1232","Guyana",2016,64.393
"1233","Hungary",1985,65.06
"1234","Hungary",1986,65.31
"1235","Hungary",1987,65.7
"1236","Hungary",1988,66.16
"1237","Hungary",1989,65.33
"1238","Hungary",1990,65.14
"1239","Hungary",1991,65.06
"1240","Hungary",1992,64.6
"1241","Hungary",1993,64.55
"1242","Hungary",1994,64.86
"1243","Hungary",1995,65.26
"1244","Hungary",1996,66.08
"1245","Hungary",1997,66.4
"1246","Hungary",1998,66.15
"1247","Hungary",1999,66.36
"1248","Hungary",2000,67.1
"1249","Hungary",2001,68.2
"1250","Hungary",2002,68.3
"1251","Hungary",2003,68.3
"1252","Hungary",2004,68.6
"1253","Hungary",2005,68.6
"1254","Hungary",2006,69
"1255","Hungary",2007,69.2
"1256","Hungary",2008,69.8
"1257","Hungary",2009,70.1
"1258","Hungary",2010,70.5
"1259","Hungary",2011,71.2
"1260","Hungary",2012,71.6
"1261","Hungary",2013,72.2
"1262","Hungary",2014,72.3
"1263","Hungary",2015,72.3
"1264","Hungary",2016,72.3
"1265","Iceland",1985,74.9
"1266","Iceland",1986,75.42
"1267","Iceland",1987,74.9
"1268","Iceland",1988,74.4
"1269","Iceland",1989,76.18
"1270","Iceland",1990,75.49
"1271","Iceland",1991,74.87
"1272","Iceland",1992,76.77
"1273","Iceland",1993,77.12
"1274","Iceland",1994,77.13
"1275","Iceland",1995,75.96
"1276","Iceland",1996,76.49
"1277","Iceland",1997,76.3
"1278","Iceland",1998,77.7
"1279","Iceland",1999,77.4
"1280","Iceland",2000,77.8
"1281","Iceland",2001,78.3
"1282","Iceland",2002,78.6
"1283","Iceland",2003,79.5
"1284","Iceland",2004,78.9
"1285","Iceland",2005,79.6
"1286","Iceland",2006,79.5
"1287","Iceland",2007,79.6
"1288","Iceland",2008,80
"1289","Iceland",2009,79.8
"1290","Iceland",2010,79.8
"1291","Iceland",2011,80.7
"1292","Iceland",2012,81.6
"1293","Iceland",2013,80.5
"1294","Iceland",2014,81.3
"1295","Iceland",2015,81.2
"1296","Iceland",2016,81.2
"1297","Ireland",1985,70.957
"1298","Ireland",1986,71.168
"1299","Ireland",1987,71.384
"1300","Ireland",1988,71.606
"1301","Ireland",1989,71.832
"1302","Ireland",1990,72.053
"1303","Ireland",1991,72.256
"1304","Ireland",1992,72.439
"1305","Ireland",1993,72.601
"1306","Ireland",1994,72.749
"1307","Ireland",1995,72.9
"1308","Ireland",1996,73.1
"1309","Ireland",1997,73.4
"1310","Ireland",1998,73.4
"1311","Ireland",1999,73.4
"1312","Ireland",2000,74
"1313","Ireland",2001,74.5
"1314","Ireland",2002,75
"1315","Ireland",2003,75.7
"1316","Ireland",2004,76.1
"1317","Ireland",2005,76.7
"1318","Ireland",2006,76.9
"1319","Ireland",2007,77.3
"1320","Ireland",2008,77.9
"1321","Ireland",2009,77.8
"1322","Ireland",2010,78.5
"1323","Ireland",2011,78.6
"1324","Ireland",2012,78.7
"1325","Ireland",2013,79
"1326","Ireland",2014,79.3
"1327","Ireland",2015,79.6
"1328","Ireland",2016,79.9
"1329","Israel",1985,73.5
"1330","Israel",1986,73.2
"1331","Israel",1987,73.6
"1332","Israel",1988,73.9
"1333","Israel",1989,74.6
"1334","Israel",1990,74.9
"1335","Israel",1991,75.1
"1336","Israel",1992,74.7
"1337","Israel",1993,75.3
"1338","Israel",1994,75.5
"1339","Israel",1995,75.5
"1340","Israel",1996,76.3
"1341","Israel",1997,76
"1342","Israel",1998,76.1
"1343","Israel",1999,77
"1344","Israel",2000,77.1
"1345","Israel",2001,77.7
"1346","Israel",2002,77.5
"1347","Israel",2003,77.6
"1348","Israel",2004,78
"1349","Israel",2005,78.2
"1350","Israel",2006,78.7
"1351","Israel",2007,78.7
"1352","Israel",2008,79
"1353","Israel",2009,79.6
"1354","Israel",2010,79.7
"1355","Israel",2011,79.9
"1356","Israel",2012,79.9
"1357","Israel",2013,80.3
"1358","Israel",2014,80.3
"1359","Israel",2015,80.1
"1360","Israel",2016,80.7
"1361","Italy",1985,72.3
"1362","Italy",1986,72.6
"1363","Italy",1987,73
"1364","Italy",1988,73.2
"1365","Italy",1989,73.6
"1366","Italy",1990,73.8
"1367","Italy",1991,73.8
"1368","Italy",1992,74.2
"1369","Italy",1993,74.6
"1370","Italy",1994,74.8
"1371","Italy",1995,75
"1372","Italy",1996,75.4
"1373","Italy",1997,75.8
"1374","Italy",1998,76
"1375","Italy",1999,76.4
"1376","Italy",2000,76.9
"1377","Italy",2001,77.2
"1378","Italy",2002,77.4
"1379","Italy",2003,77.3
"1380","Italy",2004,78
"1381","Italy",2005,78.1
"1382","Italy",2006,78.6
"1383","Italy",2007,78.8
"1384","Italy",2008,78.9
"1385","Italy",2009,79.1
"1386","Italy",2010,79.5
"1387","Italy",2011,79.7
"1388","Italy",2012,79.8
"1389","Italy",2013,80.3
"1390","Italy",2014,80.7
"1391","Italy",2015,80.3
"1392","Italy",2016,80.3
"1393","Jamaica",1985,70.4
"1394","Jamaica",1986,70.344
"1395","Jamaica",1987,70.25
"1396","Jamaica",1988,70.134
"1397","Jamaica",1989,70.006
"1398","Jamaica",1990,69.875
"1399","Jamaica",1991,69.749
"1400","Jamaica",1992,69.632
"1401","Jamaica",1993,69.53
"1402","Jamaica",1994,69.45
"1403","Jamaica",1995,69.398
"1404","Jamaica",1996,69.376
"1405","Jamaica",1997,69.384
"1406","Jamaica",1998,69.421
"1407","Jamaica",1999,69.491
"1408","Jamaica",2000,69.6
"1409","Jamaica",2001,69.755
"1410","Jamaica",2002,69.956
"1411","Jamaica",2003,70.2
"1412","Jamaica",2004,70.48
"1413","Jamaica",2005,70.789
"1414","Jamaica",2006,71.12
"1415","Jamaica",2007,71.46
"1416","Jamaica",2008,71.798
"1417","Jamaica",2009,72.124
"1418","Jamaica",2010,72.426
"1419","Jamaica",2011,72.695
"1420","Jamaica",2012,72.933
"1421","Jamaica",2013,73.141
"1422","Jamaica",2014,73.32
"1423","Jamaica",2015,73.474
"1424","Jamaica",2016,73.611
"1425","Japan",1985,74.87
"1426","Japan",1986,75.25
"1427","Japan",1987,75.63
"1428","Japan",1988,75.57
"1429","Japan",1989,75.94
"1430","Japan",1990,75.91
"1431","Japan",1991,76.13
"1432","Japan",1992,76.11
"1433","Japan",1993,76.24
"1434","Japan",1994,76.57
"1435","Japan",1995,76.39
"1436","Japan",1996,77.01
"1437","Japan",1997,77.19
"1438","Japan",1998,77.16
"1439","Japan",1999,77.4
"1440","Japan",2000,77.72
"1441","Japan",2001,78.1
"1442","Japan",2002,78.1
"1443","Japan",2003,78.36
"1444","Japan",2004,78.64
"1445","Japan",2005,78.53
"1446","Japan",2006,79
"1447","Japan",2007,79.19
"1448","Japan",2008,79.29
"1449","Japan",2009,79.59
"1450","Japan",2010,79.55
"1451","Japan",2011,79.44
"1452","Japan",2012,79.94
"1453","Japan",2013,80.21
"1454","Japan",2014,80.5
"1455","Japan",2015,80.75
"1456","Japan",2016,80.98
"1457","Kazakhstan",1985,64
"1458","Kazakhstan",1986,64.45
"1459","Kazakhstan",1987,64.9
"1460","Kazakhstan",1988,64.8
"1461","Kazakhstan",1989,63.9
"1462","Kazakhstan",1990,63.8
"1463","Kazakhstan",1991,63.3
"1464","Kazakhstan",1992,63
"1465","Kazakhstan",1993,61.8
"1466","Kazakhstan",1994,60.6
"1467","Kazakhstan",1995,59.7
"1468","Kazakhstan",1996,58.5
"1469","Kazakhstan",1997,59
"1470","Kazakhstan",1998,59
"1471","Kazakhstan",1999,60.3
"1472","Kazakhstan",2000,60.2
"1473","Kazakhstan",2001,60.5
"1474","Kazakhstan",2002,60.7
"1475","Kazakhstan",2003,60.5
"1476","Kazakhstan",2004,60.4
"1477","Kazakhstan",2005,60.3
"1478","Kazakhstan",2006,60.6
"1479","Kazakhstan",2007,60.7
"1480","Kazakhstan",2008,61.9
"1481","Kazakhstan",2009,63.6
"1482","Kazakhstan",2010,63.51
"1483","Kazakhstan",2011,64.16
"1484","Kazakhstan",2012,64.84
"1485","Kazakhstan",2013,65.75
"1486","Kazakhstan",2014,67.12
"1487","Kazakhstan",2015,67.5
"1488","Kazakhstan",2016,68.1
"1489","Kiribati",1985,55.749
"1490","Kiribati",1986,56.07
"1491","Kiribati",1987,56.427
"1492","Kiribati",1988,56.81
"1493","Kiribati",1989,57.212
"1494","Kiribati",1990,57.624
"1495","Kiribati",1991,58.038
