Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Nepal,NPL,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.9,,,,,18.6,,,,,18.7,,,,,17.3,,,
Nauru,NRU,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,10.3,,,,,9.3,,,,,6.1,,,
OECD members,OED,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.69159666,,,,,11.79822526,,,,,8.771593589,,,,,7.747394868,,,
Oman,OMN,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.2,,,,,32.8,,,,,29.2,,,,,25,,,
Other small states,OSS,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0289647,,,,,20.67749043,,,,,19.78347677,,,,,18.90111261,,,
Pakistan,PAK,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.2,,,,,14.8,,,,,15.9,,,,,14.3,,,
Panama,PAN,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.1,,,,,13.6,,,,,13,,,,,10.7,,,
Peru,PER,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.2,,,,,15,,,,,14.5,,,,,13.3,,,
Philippines,PHL,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4,,,,,10,,,,,4.6,,,,,10.7,,,
Palau,PLW,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,PNG,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1,,,,,18.1,,,,,16.3,,,,,16.9,,,
Poland,POL,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.6,,,,,16,,,,,11.9,,,,,9.4,,,
Pre-demographic dividend,PRE,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.40795917,,,,,26.12430451,,,,,26.86109776,,,,,26.41847031,,,
Puerto Rico,PRI,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.2,,,,,12.1,,,,,9.8,,,,,8.2,,,
"Korea, Dem. People’s Rep.",PRK,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8,,,,,20.2,,,,,20.8,,,,,20.7,,,
Portugal,PRT,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.3,,,,,16.3,,,,,11.2,,,,,7.7,,,
Paraguay,PRY,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4,,,,,14.3,,,,,24.1,,,,,23.4,,,
West Bank and Gaza,PSE,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,,,,,5.7,,,,,4.6,,,,,5.4,,,
Pacific island small states,PSS,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.16877799,,,,,12.8641769,,,,,11.39251761,,,,,10.64367311,,,
Post-demographic dividend,PST,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.60781448,,,,,12.10706335,,,,,8.552073728,,,,,7.264499792,,,
French Polynesia,PYF,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.8,,,,,31.3,,,,,16.9,,,,,12.8,,,
Romania,ROU,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,,,,,12.9,,,,,10.8,,,,,8.9,,,
Russian Federation,RUS,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1,,,,,23.6,,,,,18.5,,,,,17.4,,,
Rwanda,RWA,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.6,,,,,30.7,,,,,31,,,,,32.9,,,
South Asia,SAS,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.02596481,,,,,16.46644655,,,,,18.67377038,,,,,19.43917742,,,
Saudi Arabia,SAU,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8,,,,,24.1,,,,,24.1,,,,,27.5,,,
Sudan,SDN,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.6,,,,,24.4,,,,,24.5,,,,,24.6,,,
Senegal,SEN,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.1,,,,,27.8,,,,,28.6,,,,,28,,,
Singapore,SGP,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,,,,,4.8,,,,,5.1,,,,,3.7,,,
Solomon Islands,SLB,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,,,,,20.6,,,,,18.1,,,,,18.3,,,
Sierra Leone,SLE,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.4,,,,,28.6,,,,,28,,,,,28.5,,,
El Salvador,SLV,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.6,,,,,29.6,,,,,22.2,,,,,19,,,
San Marino,SMR,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.4,,,,,25.7,,,,,29.3,,,,,26.9,,,
Serbia,SRB,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2,,,,,8.7,,,,,7.9,,,,,7.4,,,
Sub-Saharan Africa (excluding high income),SSA,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.83602404,,,,,27.26893658,,,,,27.37051653,,,,,27.23836601,,,
South Sudan,SSD,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,24.7,,,,,24.7,,,,,29.3,,,
Sub-Saharan Africa,SSF,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.83441073,,,,,27.26709043,,,,,27.36909775,,,,,27.23656995,,,
Small states,SST,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.41669912,,,,,19.4003126,,,,,17.9919925,,,,,17.27343943,,,
Sao Tome and Principe,STP,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2,,,,,33.1,,,,,31.5,,,,,33.1,,,
Suriname,SUR,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.9,,,,,26,,,,,22.6,,,,,18.7,,,
Slovak Republic,SVK,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3,,,,,13.8,,,,,8.7,,,,,8.2,,,
Slovenia,SVN,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8,,,,,13.3,,,,,7.1,,,,,6.5,,,
Sweden,SWE,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,,,,,5.2,,,,,3,,,,,2.9,,,
Eswatini,SWZ,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.4,,,,,23.5,,,,,25,,,,,24.9,,,
Sint Maarten (Dutch part),SXM,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,,,,,10.2,,,,,13.5,,,,,7.9,,,
Syrian Arab Republic,SYR,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.6,,,,,20.8,,,,,20.7,,,,,19.7,,,
Turks and Caicos Islands,TCA,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.5,,,,,25.1,,,,,28.2,,,,,24.3,,,
East Asia & Pacific (IDA & IBRD countries),TEA,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.73920291,,,,,20.33179283,,,,,19.99495747,,,,,19.104077,,,
Europe & Central Asia (IDA & IBRD countries),TEC,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.86346318,,,,,18.60349757,,,,,14.62829292,,,,,13.012328,,,
Togo,TGO,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.2,,,,,31.5,,,,,32.2,,,,,31.9,,,
Thailand,THA,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.5,,,,,29.8,,,,,32.7,,,,,31.7,,,
Tajikistan,TJK,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7,,,,,19.5,,,,,18.2,,,,,17.6,,,
Turkmenistan,TKM,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5,,,,,18.9,,,,,18.8,,,,,17.4,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.17224996,,,,,16.94293907,,,,,18.68777533,,,,,19.06710281,,,
Timor-Leste,TLS,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.3,,,,,18.5,,,,,16.9,,,,,17.6,,,
Middle East & North Africa (IDA & IBRD countries),TMN,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4381546,,,,,23.20263448,,,,,22.56978075,,,,,20.53976299,,,
Tonga,TON,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4,,,,,12.9,,,,,5.3,,,,,6,,,
South Asia (IDA & IBRD),TSA,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.02596481,,,,,16.46644655,,,,,18.67377038,,,,,19.43917742,,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.83441073,,,,,27.26709043,,,,,27.36909775,,,,,27.23656995,,,
Trinidad and Tobago,TTO,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4,,,,,18.7,,,,,18.7,,,,,13.5,,,
Tunisia,TUN,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.3,,,,,23.1,,,,,23.7,,,,,23,,,
Turkey,TUR,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,9.1,,,,,7.3,,,,,8.8,,,
Tuvalu,TUV,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,TZA,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.3,,,,,31,,,,,31,,,,,33.4,,,
Uganda,UGA,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.6,,,,,29.6,,,,,29.5,,,,,27.3,,,
Ukraine,UKR,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4,,,,,24.6,,,,,15.1,,,,,9.7,,,
Upper middle income,UMC,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.75777245,,,,,21.13854125,,,,,20.58304228,,,,,19.54853049,,,
Uruguay,URY,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2,,,,,12.3,,,,,15.8,,,,,17.4,,,
United States,USA,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5,,,,,15.4,,,,,11.5,,,,,10.8,,,
Uzbekistan,UZB,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3,,,,,14.1,,,,,12,,,,,10.2,,,
St. Vincent and the Grenadines,VCT,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,,,,,8,,,,,3.6,,,,,14.7,,,
"Venezuela, RB",VEN,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.7,,,,,28.1,,,,,40.5,,,,,41.7,,,
British Virgin Islands,VGB,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.1,,,,,22.2,,,,,23.5,,,,,24,,,
Vanuatu,VUT,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2,,,,,14.1,,,,,14.4,,,,,15.2,,,
World,WLD,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.24945532,,,,,18.60864805,,,,,18.49079613,,,,,18.26236115,,,
Samoa,WSM,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.4,,,,,14,,,,,14.6,,,,,15.5,,,
Kosovo,XKX,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9,,,,,21.9,,,,,22.4,,,,,22.8,,,
South Africa,ZAF,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.3,,,,,33.2,,,,,25.5,,,,,21.3,,,
Zambia,ZMB,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,26.7,,,,,27,,,,,24.7,,,
Zimbabwe,ZWE,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7,,,,,40,,,,,42.4,,,,,45.4,,,
